,,Ag,Al,Au,Cu,Ni,Pb,Sn,Steel,Zn
2001-2019,554,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,555,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,556,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,557,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,558,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,559,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,560,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,561,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,562,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,563,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,564,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,565,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,566,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,567,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,568,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,569,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,570,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,571,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,572,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,573,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,574,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,575,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,576,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,577,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,578,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,579,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,580,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,581,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,582,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,583,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,584,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,585,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,586,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,587,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,588,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,589,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,590,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,591,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,592,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,593,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,594,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,595,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,596,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,597,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,598,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,599,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2019,600,-1.9399922561927647,-2.0747104737006548,-2.52882904958291,-1.9542178778006836,-1.8988270515328984,-1.5944247736611048,-1.593778097914148,-1.7259919722632953,-1.4561198043701429
2001-2016,1,-0.5896873946951523,1.296190550374024,-0.992700830222131,-0.5506307252943335,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.4753652828576641,-0.4523672803639492
2001-2016,2,-0.5896873946951523,-0.08195367164424,-0.992700830222131,-0.5506307252943335,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.4753652828576641,-0.4523672803639492
2001-2016,3,-0.5896873946951523,-0.8156177397895837,-0.992700830222131,-0.5506307252943335,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.4753652828576641,-0.4786714638434134
2001-2016,4,-0.730035745803842,-0.8156177397895837,-1.1970053009826012,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.4753652828576641,-0.7940371104978866
2001-2016,5,-0.730035745803842,-0.8156177397895837,-1.1970053009826012,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.4753652828576641,-0.7940371104978866
2001-2016,6,-0.730035745803842,-0.8156177397895837,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.7736560511807056,-0.7940371104978866
2001-2016,7,-0.730035745803842,-0.8156177397895837,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.7736560511807056,-0.7940371104978866
2001-2016,8,-0.730035745803842,-0.8156177397895837,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.7736560511807056,-0.7940371104978866
2001-2016,9,-0.730035745803842,-0.8156177397895837,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.7736560511807056,-0.7940371104978866
2001-2016,10,-0.730035745803842,-0.8156177397895837,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.7736560511807056,-0.7940371104978866
2001-2016,11,-0.730035745803842,-0.8156177397895837,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.7736560511807056,-0.7940371104978866
2001-2016,12,-0.730035745803842,-0.8156177397895837,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.7736560511807056,-0.7940371104978866
2001-2016,13,-0.730035745803842,-0.8156177397895837,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.7736560511807056,-0.7940371104978866
2001-2016,14,-0.730035745803842,-0.8156177397895837,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.7736560511807056,-0.7940371104978866
2001-2016,15,-0.730035745803842,-0.8156177397895837,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-0.7736560511807056,-0.7940371104978866
2001-2016,16,-0.730035745803842,-0.9682669024825324,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-0.7940371104978866
2001-2016,17,-0.730035745803842,-0.9682669024825324,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-0.7940371104978866
2001-2016,18,-0.730035745803842,-0.9682669024825324,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-0.7940371104978866
2001-2016,19,-0.730035745803842,-0.9682669024825324,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-0.9869243608447108
2001-2016,20,-0.730035745803842,-0.9682669024825324,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-0.9869243608447108
2001-2016,21,-0.730035745803842,-0.9682669024825324,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-0.9869243608447108
2001-2016,22,-0.730035745803842,-0.9682669024825324,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-1.0503579187939536
2001-2016,23,-0.730035745803842,-0.9682669024825324,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-1.0503579187939536
2001-2016,24,-0.730035745803842,-0.9682669024825324,-1.4722428302879271,-0.8793760420803388,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-1.0503579187939536
2001-2016,25,-1.1794983397521377,-0.9682669024825324,-1.4722428302879271,-1.137845765156036,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-1.3454362599078789
2001-2016,26,-1.1794983397521377,-0.9682669024825324,-1.4722428302879271,-1.137845765156036,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-1.3454362599078789
2001-2016,27,-1.1794983397521377,-1.1748518284561658,-1.4722428302879271,-1.137845765156036,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-1.3454362599078789
2001-2016,28,-1.1794983397521377,-1.3813028213897869,-1.4722428302879271,-1.137845765156036,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-1.3454362599078789
2001-2016,29,-1.1794983397521377,-1.3813028213897869,-2.052024661553576,-1.137845765156036,-1.4837862755895612,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-1.3454362599078789
2001-2016,30,-1.1794983397521377,-1.3813028213897869,-2.052024661553576,-1.137845765156036,-1.5547046796732091,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-1.3454362599078789
2001-2016,31,-1.1794983397521377,-1.3813028213897869,-2.052024661553576,-1.137845765156036,-1.5547046796732091,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-1.8444792441057536
2001-2016,32,-1.1794983397521377,-1.3813028213897869,-2.052024661553576,-1.137845765156036,-1.5547046796732091,-1.4108861695308257,-0.9093138772035732,-1.8167239673647797,-1.8444792441057536
2001-2016,33,-1.1794983397521377,-1.7479517034592051,-2.052024661553576,-1.137845765156036,-1.5547046796732091,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,34,-1.1794983397521377,-1.7479517034592051,-2.052024661553576,-1.169691166215549,-1.5547046796732091,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,35,-1.1794983397521377,-1.7479517034592051,-2.052024661553576,-1.169691166215549,-1.5547046796732091,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,36,-1.1794983397521377,-1.7479517034592051,-2.052024661553576,-1.169691166215549,-1.5547046796732091,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,37,-1.1794983397521377,-1.7479517034592051,-2.052024661553576,-1.169691166215549,-1.5547046796732091,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,38,-1.6202211342886512,-1.7479517034592051,-2.052024661553576,-1.169691166215549,-1.5547046796732091,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,39,-1.6202211342886512,-1.7479517034592051,-2.052024661553576,-1.169691166215549,-1.5547046796732091,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,40,-1.6202211342886512,-1.7479517034592051,-2.052024661553576,-1.169691166215549,-1.5547046796732091,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,41,-1.6202211342886512,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.5547046796732091,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,42,-1.6202211342886512,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.5547046796732091,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,43,-1.6202211342886512,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.693656316867708,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,44,-1.6202211342886512,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.693656316867708,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,45,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.693656316867708,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,46,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.693656316867708,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,47,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.693656316867708,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,48,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.693656316867708,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,49,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,50,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,51,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,52,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,53,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,54,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,55,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,56,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,57,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,58,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,59,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,60,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,61,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7159931716675283,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,62,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7457878890082992,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,63,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.446837502381071,-1.7800624778173413,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,64,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,65,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,66,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,67,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,68,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.4456796394020228,-1.8167239673647797,-1.8444792441057536
2001-2016,69,-1.6227139071917935,-1.7479517034592051,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,70,-1.811572220935489,-1.7479517034592051,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,71,-1.811572220935489,-1.7479517034592051,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,72,-1.811572220935489,-1.7479517034592051,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,73,-1.811572220935489,-1.8086949273138315,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,74,-1.811572220935489,-1.8086949273138315,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,75,-1.811572220935489,-1.8086949273138315,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,76,-1.811572220935489,-1.8086949273138315,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,77,-1.811572220935489,-1.8086949273138315,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,78,-1.811572220935489,-1.8086949273138315,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,79,-1.811572220935489,-1.8086949273138315,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,80,-1.811572220935489,-1.8086949273138315,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,81,-1.811572220935489,-1.8086949273138315,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,82,-1.811572220935489,-1.8086949273138315,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,83,-1.811572220935489,-1.8086949273138315,-2.052024661553576,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,84,-1.811572220935489,-1.8086949273138315,-2.628034315963779,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,85,-1.811572220935489,-1.8086949273138315,-2.628034315963779,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,86,-1.811572220935489,-1.8086949273138315,-2.628034315963779,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,87,-1.811572220935489,-1.8086949273138315,-2.628034315963779,-1.5355244395277603,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,88,-1.811572220935489,-1.8086949273138315,-2.628034315963779,-1.687582036889938,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,89,-1.811572220935489,-1.8086949273138315,-2.628034315963779,-1.687582036889938,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,90,-1.811572220935489,-1.8086949273138315,-2.628034315963779,-1.687582036889938,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,91,-1.811572220935489,-1.8086949273138315,-2.628034315963779,-1.687582036889938,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,92,-1.811572220935489,-1.8086949273138315,-2.628034315963779,-1.687582036889938,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,93,-1.811572220935489,-1.8086949273138315,-2.628034315963779,-1.687582036889938,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.8167239673647797,-1.8444792441057536
2001-2016,94,-1.811572220935489,-1.8086949273138315,-2.628034315963779,-1.687582036889938,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.9345362287854555,-1.8444792441057536
2001-2016,95,-1.811572220935489,-2.1012083002864794,-2.628034315963779,-1.687582036889938,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.9345362287854555,-1.8444792441057536
2001-2016,96,-1.811572220935489,-2.1012083002864794,-2.628034315963779,-1.687582036889938,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.9345362287854555,-1.8444792441057536
2001-2016,97,-1.811572220935489,-2.1012083002864794,-2.628034315963779,-1.687582036889938,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.9345362287854555,-1.8444792441057536
2001-2016,98,-1.811572220935489,-2.1012083002864794,-2.628034315963779,-1.687582036889938,-1.7800624778173413,-1.4108861695308257,-1.654724065557243,-1.9345362287854555,-1.8444792441057536
