,,,Actual,Predicted,Commodity
993,Gold,4,89.836494,93.23173134128908,Gold
993,Gold,45,91.247337,95.32616070907997,Gold
993,Gold,24,90.612373,94.81407970160187,Gold
993,Gold,0,90.609871,93.49206425131118,Gold
993,Gold,7,91.15451,92.6651433245166,Gold
993,Gold,34,87.076706,92.33385809932743,Gold
993,Gold,21,87.622314,92.50539357833313,Gold
993,Gold,33,86.944847,91.59588425758065,Gold
993,Gold,46,87.036156,91.55300710615852,Gold
993,Gold,5,86.999992,90.36941626904166,Gold
993,Gold,27,84.549988,89.87270018505265,Gold
993,Gold,8,84.549988,89.87270018505265,Gold
993,Gold,22,84.549988,89.87270018505265,Gold
993,Gold,25,84.549988,89.87270018505265,Gold
993,Gold,41,91.339554,88.00907813660147,Gold
993,Gold,44,91.339554,88.00907813660147,Gold
993,Gold,30,91.339554,88.00907813660147,Gold
993,Gold,28,91.339554,88.00907813660147,Gold
993,Gold,47,91.339554,88.00907813660147,Gold
993,Gold,6,91.339554,88.00907813660147,Gold
993,Gold,18,91.339554,88.00907813660147,Gold
993,Gold,1,91.339554,88.00907813660147,Gold
993,Gold,39,91.339554,88.00907813660147,Gold
993,Gold,31,91.339554,88.00907813660147,Gold
993,Gold,11,91.339554,88.00907813660147,Gold
993,Gold,2,,,Gold
993,Gold,19,,,Gold
993,Gold,48,,,Gold
993,Gold,29,,,Gold
993,Gold,20,,,Gold
993,Gold,16,,,Gold
858,Gold,10,,,Gold
858,Gold,35,,,Gold
858,Gold,3,,,Gold
858,Gold,42,,,Gold
858,Gold,23,,,Gold
858,Gold,14,,,Gold
858,Gold,32,,,Gold
858,Gold,13,,,Gold
858,Gold,38,,,Gold
858,Gold,9,,,Gold
858,Gold,17,,,Gold
858,Gold,43,,,Gold
858,Gold,37,,,Gold
858,Gold,26,,,Gold
858,Gold,15,,,Gold
858,Gold,40,,,Gold
858,Gold,12,94.325111,90.62868573583259,Gold
858,Gold,36,95.866211,92.08672944523326,Gold
858,Gold,49,94.540199,91.48175723155698,Gold
858,Gold,4,95.431068,92.67481564934019,Gold
858,Gold,45,95.84153,93.98692339294311,Gold
858,Gold,24,96.595169,93.72150353402111,Gold
858,Gold,0,92.716812,91.96718210473836,Gold
858,Gold,7,96.229263,92.72665836968451,Gold
858,Gold,34,96.718338,93.3300742611635,Gold
858,Gold,21,96.49511,94.7162250653758,Gold
858,Gold,33,94.15493,95.11323305717274,Gold
858,Gold,46,96.733887,94.8922603160089,Gold
858,Gold,5,95.999931,95.73258214182295,Gold
858,Gold,27,96.499931,95.77784197143805,Gold
858,Gold,8,96.499931,95.77784197143805,Gold
858,Gold,22,96.499931,95.77784197143805,Gold
858,Gold,25,96.499931,95.69836393754213,Gold
858,Gold,41,96.499931,95.05650134722893,Gold
858,Gold,44,96.499931,94.3328212371829,Gold
858,Gold,30,,,Gold
858,Gold,28,,,Gold
858,Gold,47,,,Gold
858,Gold,6,,,Gold
858,Gold,18,,,Gold
858,Gold,1,,,Gold
858,Gold,39,,,Gold
858,Gold,31,,,Gold
858,Gold,11,,,Gold
858,Gold,2,,,Gold
858,Gold,19,,,Gold
858,Gold,48,,,Gold
858,Gold,29,,,Gold
858,Gold,20,,,Gold
858,Gold,16,,,Gold
675,Gold,10,95.0,83.54370779875539,Gold
675,Gold,35,95.0,83.79145352496218,Gold
675,Gold,3,95.0,85.90018345336463,Gold
675,Gold,42,95.0,86.18894273565263,Gold
675,Gold,23,95.0,86.27645089784644,Gold
675,Gold,14,95.0,88.24717054386349,Gold
675,Gold,32,95.0,86.97844115792108,Gold
675,Gold,13,95.0,86.67470046992548,Gold
675,Gold,38,95.0,85.94856627874478,Gold
675,Gold,9,95.0,85.49285728873521,Gold
675,Gold,17,95.0,85.09661662873503,Gold
675,Gold,43,95.0,85.64397488197147,Gold
675,Gold,37,95.0,85.98148805803675,Gold
675,Gold,26,95.0,86.22155136649101,Gold
675,Gold,15,95.0,85.97451035323101,Gold
675,Gold,40,95.0,88.10339760135034,Gold
675,Gold,12,95.0,86.48606284971584,Gold
675,Gold,36,95.0,88.78189997586195,Gold
675,Gold,49,95.0,91.47773938997622,Gold
675,Gold,4,95.0,92.07453738724385,Gold
675,Gold,45,95.0,92.45664574066785,Gold
675,Gold,24,95.0,92.94764442956014,Gold
675,Gold,0,93.788322,92.32452215988643,Gold
675,Gold,7,93.721489,91.45311265137303,Gold
675,Gold,34,93.546242,91.4865446879823,Gold
675,Gold,21,93.740585,92.01260171958123,Gold
675,Gold,33,97.494003,91.91845578916785,Gold
675,Gold,46,94.286179,91.77608176182991,Gold
675,Gold,5,95.0,91.91602467154152,Gold
675,Gold,27,95.0,91.89616125056853,Gold
675,Gold,8,95.0,91.89616125056853,Gold
675,Gold,22,95.0,91.56716993255807,Gold
675,Gold,25,95.0,91.56716993255807,Gold
675,Gold,41,95.0,91.76326034171284,Gold
675,Gold,44,95.0,92.59104886842377,Gold
675,Gold,30,,,Gold
675,Gold,28,,,Gold
675,Gold,47,,,Gold
675,Gold,6,,,Gold
675,Gold,18,,,Gold
675,Gold,1,,,Gold
675,Gold,39,,,Gold
675,Gold,31,,,Gold
675,Gold,11,,,Gold
675,Gold,2,,,Gold
675,Gold,19,,,Gold
675,Gold,48,,,Gold
675,Gold,29,,,Gold
675,Gold,20,,,Gold
675,Gold,16,,,Gold
509,Gold,10,,,Gold
509,Gold,35,,,Gold
509,Gold,3,,,Gold
509,Gold,42,,,Gold
509,Gold,23,,,Gold
509,Gold,14,,,Gold
509,Gold,32,,,Gold
509,Gold,13,,,Gold
509,Gold,38,,,Gold
509,Gold,9,,,Gold
509,Gold,17,,,Gold
509,Gold,43,,,Gold
509,Gold,37,,,Gold
509,Gold,26,,,Gold
509,Gold,15,,,Gold
509,Gold,40,,,Gold
509,Gold,12,,,Gold
509,Gold,36,,,Gold
509,Gold,49,,,Gold
509,Gold,4,,,Gold
509,Gold,45,,,Gold
509,Gold,24,,,Gold
509,Gold,0,,,Gold
509,Gold,7,,,Gold
509,Gold,34,,,Gold
509,Gold,21,,,Gold
509,Gold,33,,,Gold
509,Gold,46,,,Gold
509,Gold,5,,,Gold
509,Gold,27,,,Gold
509,Gold,8,,,Gold
509,Gold,22,,,Gold
509,Gold,25,92.120537,85.08041934396672,Gold
509,Gold,41,93.648773,85.08041934396672,Gold
509,Gold,44,93.219482,83.95717970131412,Gold
509,Gold,30,93.787895,85.38290814552938,Gold
509,Gold,28,93.310432,85.31726590245651,Gold
509,Gold,47,93.538925,84.25251318284666,Gold
509,Gold,6,92.919189,83.59659038791301,Gold
509,Gold,18,92.698441,83.105504109026,Gold
509,Gold,1,92.56987,83.8694620680736,Gold
509,Gold,39,92.932892,84.16991265578956,Gold
509,Gold,31,92.993858,84.64604657381963,Gold
509,Gold,11,92.669411,84.37388864276352,Gold
509,Gold,2,93.160172,84.000463093456,Gold
509,Gold,19,93.875343,83.50218911657473,Gold
509,Gold,48,92.158447,79.35047673634736,Gold
509,Gold,29,92.158447,79.35047673634736,Gold
509,Gold,20,95.038399,79.35047673634736,Gold
509,Gold,16,,,Gold
296,Gold,10,,,Gold
296,Gold,35,,,Gold
296,Gold,3,,,Gold
296,Gold,42,,,Gold
296,Gold,23,,,Gold
296,Gold,14,98.946465,88.65766298696904,Gold
296,Gold,32,98.917213,87.69319610428049,Gold
296,Gold,13,98.584641,87.44852860046561,Gold
296,Gold,38,98.837128,86.19800697390855,Gold
296,Gold,9,98.979897,86.44940780470813,Gold
296,Gold,17,,,Gold
296,Gold,43,98.90284,86.99542372797723,Gold
296,Gold,37,98.266762,87.15423943532484,Gold
296,Gold,26,98.632431,87.24949545510992,Gold
296,Gold,15,98.458946,87.30557143936839,Gold
296,Gold,40,98.642456,88.68484145212815,Gold
296,Gold,12,98.682487,91.68797717641272,Gold
296,Gold,36,98.317802,92.89215975423255,Gold
296,Gold,49,97.9235,91.86073800068688,Gold
296,Gold,4,98.166672,93.27793554587232,Gold
296,Gold,45,98.315758,95.60194604543078,Gold
296,Gold,24,97.875214,93.4883506211207,Gold
296,Gold,0,97.822937,93.14937460687842,Gold
296,Gold,7,97.916443,93.46539532316316,Gold
296,Gold,34,98.620094,92.8536554761196,Gold
296,Gold,21,97.888374,92.26455160091147,Gold
296,Gold,33,97.997078,92.0799309884309,Gold
296,Gold,46,97.999924,91.51407790052195,Gold
296,Gold,5,,,Gold
296,Gold,27,,,Gold
296,Gold,8,,,Gold
296,Gold,22,,,Gold
296,Gold,25,,,Gold
296,Gold,41,,,Gold
296,Gold,44,,,Gold
296,Gold,30,,,Gold
296,Gold,28,,,Gold
296,Gold,47,,,Gold
296,Gold,6,,,Gold
296,Gold,18,,,Gold
296,Gold,1,,,Gold
296,Gold,39,,,Gold
296,Gold,31,,,Gold
296,Gold,11,,,Gold
296,Gold,2,,,Gold
296,Gold,19,,,Gold
296,Gold,48,,,Gold
296,Gold,29,,,Gold
296,Gold,20,,,Gold
296,Gold,16,,,Gold
472,Gold,10,,,Gold
472,Gold,35,,,Gold
472,Gold,3,,,Gold
472,Gold,42,,,Gold
472,Gold,23,,,Gold
472,Gold,14,,,Gold
472,Gold,32,,,Gold
472,Gold,13,,,Gold
472,Gold,38,,,Gold
472,Gold,9,,,Gold
472,Gold,17,,,Gold
472,Gold,43,,,Gold
472,Gold,37,,,Gold
472,Gold,26,,,Gold
472,Gold,15,,,Gold
472,Gold,40,,,Gold
472,Gold,12,,,Gold
472,Gold,36,,,Gold
472,Gold,49,,,Gold
472,Gold,4,,,Gold
472,Gold,45,,,Gold
472,Gold,24,,,Gold
472,Gold,0,,,Gold
472,Gold,7,,,Gold
472,Gold,34,,,Gold
472,Gold,21,,,Gold
472,Gold,33,,,Gold
472,Gold,46,,,Gold
472,Gold,5,,,Gold
472,Gold,27,90.0,93.60715522586649,Gold
472,Gold,8,90.0,92.77134848956184,Gold
472,Gold,22,90.0,92.72709893757707,Gold
472,Gold,25,90.0,91.96807715114706,Gold
472,Gold,41,90.0,90.59388383576879,Gold
472,Gold,44,,,Gold
472,Gold,30,,,Gold
472,Gold,28,,,Gold
472,Gold,47,,,Gold
472,Gold,6,,,Gold
472,Gold,18,,,Gold
472,Gold,1,,,Gold
472,Gold,39,,,Gold
472,Gold,31,,,Gold
472,Gold,11,,,Gold
472,Gold,2,,,Gold
472,Gold,19,,,Gold
472,Gold,48,,,Gold
472,Gold,29,,,Gold
472,Gold,20,,,Gold
472,Gold,16,,,Gold
700,Gold,10,,,Gold
700,Gold,35,,,Gold
700,Gold,3,,,Gold
700,Gold,42,,,Gold
700,Gold,23,,,Gold
700,Gold,14,,,Gold
700,Gold,32,,,Gold
700,Gold,13,,,Gold
700,Gold,38,,,Gold
700,Gold,9,,,Gold
700,Gold,17,,,Gold
700,Gold,43,,,Gold
700,Gold,37,,,Gold
700,Gold,26,,,Gold
700,Gold,15,,,Gold
700,Gold,40,,,Gold
700,Gold,12,74.96624,88.1756287662876,Gold
700,Gold,36,94.033852,89.28298874969599,Gold
700,Gold,49,92.956924,93.50057795300435,Gold
700,Gold,4,94.014664,93.03299823141407,Gold
700,Gold,45,94.014854,94.15076325404257,Gold
700,Gold,24,94.015961,93.69632277904513,Gold
700,Gold,0,94.014183,92.03780775066636,Gold
700,Gold,7,91.248596,90.80492151776713,Gold
700,Gold,34,94.012459,90.51731919435755,Gold
700,Gold,21,96.760109,90.08100018591917,Gold
700,Gold,33,89.512299,90.04397372367993,Gold
700,Gold,46,44.272057,87.94625007759885,Gold
700,Gold,5,89.897583,82.50168895467004,Gold
700,Gold,27,89.207474,82.5016166813405,Gold
700,Gold,8,89.587929,82.5016166813405,Gold
700,Gold,22,89.587929,82.5016166813405,Gold
700,Gold,25,89.587929,82.5016166813405,Gold
700,Gold,41,89.587929,82.5016166813405,Gold
700,Gold,44,89.587929,82.5016166813405,Gold
700,Gold,30,89.587929,82.5016166813405,Gold
700,Gold,28,89.587929,82.5016166813405,Gold
700,Gold,47,85.561508,82.5016166813405,Gold
700,Gold,6,,,Gold
700,Gold,18,,,Gold
700,Gold,1,,,Gold
700,Gold,39,,,Gold
700,Gold,31,,,Gold
700,Gold,11,,,Gold
700,Gold,2,,,Gold
700,Gold,19,,,Gold
700,Gold,48,,,Gold
700,Gold,29,,,Gold
700,Gold,20,,,Gold
700,Gold,16,,,Gold
102,Gold,10,,,Gold
102,Gold,35,,,Gold
102,Gold,3,,,Gold
102,Gold,42,,,Gold
102,Gold,23,,,Gold
102,Gold,14,,,Gold
102,Gold,32,,,Gold
102,Gold,13,,,Gold
102,Gold,38,,,Gold
102,Gold,9,,,Gold
102,Gold,17,,,Gold
102,Gold,43,,,Gold
102,Gold,37,,,Gold
102,Gold,26,,,Gold
102,Gold,15,92.886703,87.7454827137092,Gold
102,Gold,40,93.646355,89.17334217310086,Gold
102,Gold,12,95.345749,90.01616928353013,Gold
102,Gold,36,95.916145,91.27222967049349,Gold
102,Gold,49,95.283783,91.61871139417451,Gold
102,Gold,4,95.519699,93.82635414561707,Gold
102,Gold,45,95.295631,93.65925004256887,Gold
102,Gold,24,95.593109,94.07477920864281,Gold
102,Gold,0,95.305038,92.60891112830981,Gold
102,Gold,7,95.718437,93.77091605185171,Gold
102,Gold,34,96.306404,94.2650866370937,Gold
102,Gold,21,96.599991,94.41788906716582,Gold
102,Gold,33,95.843834,94.3596168003698,Gold
102,Gold,46,92.222954,94.91040884411369,Gold
102,Gold,5,93.874664,94.77367258750841,Gold
102,Gold,27,94.496597,94.50045123863268,Gold
102,Gold,8,94.496597,94.50045123863268,Gold
102,Gold,22,94.496597,94.50045123863268,Gold
102,Gold,25,94.496597,94.50045123863268,Gold
102,Gold,41,94.496597,94.50045123863268,Gold
102,Gold,44,,,Gold
102,Gold,30,,,Gold
102,Gold,28,,,Gold
102,Gold,47,,,Gold
102,Gold,6,,,Gold
102,Gold,18,,,Gold
102,Gold,1,,,Gold
102,Gold,39,,,Gold
102,Gold,31,,,Gold
102,Gold,11,,,Gold
102,Gold,2,,,Gold
102,Gold,19,,,Gold
102,Gold,48,,,Gold
102,Gold,29,,,Gold
102,Gold,20,,,Gold
102,Gold,16,,,Gold
926,Gold,10,,,Gold
926,Gold,35,,,Gold
926,Gold,3,,,Gold
926,Gold,42,,,Gold
926,Gold,23,,,Gold
926,Gold,14,,,Gold
926,Gold,32,,,Gold
926,Gold,13,,,Gold
926,Gold,38,,,Gold
926,Gold,9,,,Gold
926,Gold,17,,,Gold
926,Gold,43,,,Gold
926,Gold,37,,,Gold
926,Gold,26,,,Gold
926,Gold,15,,,Gold
926,Gold,40,,,Gold
926,Gold,12,,,Gold
926,Gold,36,,,Gold
926,Gold,49,,,Gold
926,Gold,4,,,Gold
926,Gold,45,,,Gold
926,Gold,24,,,Gold
926,Gold,0,,,Gold
926,Gold,7,,,Gold
926,Gold,34,,,Gold
926,Gold,21,,,Gold
926,Gold,33,94.704651,94.92484240599214,Gold
926,Gold,46,97.732079,96.0606192553173,Gold
926,Gold,5,96.5,95.48729698744074,Gold
926,Gold,27,96.800003,95.67913158201688,Gold
926,Gold,8,97.099998,96.0758165895656,Gold
926,Gold,22,97.300003,96.29942971723285,Gold
926,Gold,25,96.900002,95.80150611801784,Gold
926,Gold,41,97.5,96.26285451876495,Gold
926,Gold,44,96.099998,96.54816592024235,Gold
926,Gold,30,96.099998,96.40756310292178,Gold
926,Gold,28,95.900002,95.92093158109728,Gold
926,Gold,47,95.900002,95.67913158201688,Gold
926,Gold,6,95.800003,95.15697362204969,Gold
926,Gold,18,96.099998,96.58270206626497,Gold
926,Gold,1,95.5,94.67543815918152,Gold
926,Gold,39,95.199997,93.28330928026259,Gold
926,Gold,31,,,Gold
926,Gold,11,,,Gold
926,Gold,2,,,Gold
926,Gold,19,,,Gold
926,Gold,48,,,Gold
926,Gold,29,,,Gold
926,Gold,20,,,Gold
926,Gold,16,,,Gold
388,Palladium,10,,,Palladium
388,Palladium,35,,,Palladium
388,Palladium,3,,,Palladium
388,Palladium,42,75.565689,79.51925083387431,Palladium
388,Palladium,23,74.58078,80.53421338552297,Palladium
388,Palladium,14,75.210884,78.78249272453495,Palladium
388,Palladium,32,75.565796,78.3101433938582,Palladium
388,Palladium,13,74.04911,82.10165476791899,Palladium
388,Palladium,38,74.718964,82.94583172272732,Palladium
388,Palladium,9,73.619064,88.22633589412999,Palladium
388,Palladium,17,68.586494,83.83890454900771,Palladium
388,Palladium,43,73.616783,80.40882773457832,Palladium
388,Palladium,37,75.339249,78.69373640104493,Palladium
388,Palladium,26,75.248329,79.59430051763945,Palladium
388,Palladium,15,69.438667,77.76065031087762,Palladium
388,Palladium,40,74.082481,80.77611561664347,Palladium
388,Palladium,12,75.378204,81.7278574585873,Palladium
388,Palladium,36,77.028137,81.90543379080688,Palladium
388,Palladium,49,,,Palladium
388,Palladium,4,80.753143,89.58193535843591,Palladium
388,Palladium,45,78.34137,87.63233862548032,Palladium
388,Palladium,24,78.369858,86.58066892999214,Palladium
388,Palladium,0,80.623619,86.1704455014767,Palladium
388,Palladium,7,82.393684,86.52871862117532,Palladium
388,Palladium,34,82.830139,86.86915572135163,Palladium
388,Palladium,21,82.626274,85.66280155694469,Palladium
388,Palladium,33,82.73571,87.27845849551079,Palladium
388,Palladium,46,82.405685,86.89036496610498,Palladium
388,Palladium,5,81.299942,,Palladium
388,Palladium,27,81.299942,86.99929060131976,Palladium
388,Palladium,8,81.299942,87.47163993199649,Palladium
388,Palladium,22,81.299942,,Palladium
388,Palladium,25,81.299942,87.27177749038589,Palladium
388,Palladium,41,81.299942,,Palladium
388,Palladium,44,81.299942,,Palladium
388,Palladium,30,81.299942,,Palladium
388,Palladium,28,81.299942,86.665057218179,Palladium
388,Palladium,47,,,Palladium
388,Palladium,6,,,Palladium
388,Palladium,18,,,Palladium
388,Palladium,1,,,Palladium
388,Palladium,39,,,Palladium
388,Palladium,31,,,Palladium
388,Palladium,11,,,Palladium
388,Palladium,2,,,Palladium
388,Palladium,19,,,Palladium
388,Palladium,48,,,Palladium
388,Palladium,29,,,Palladium
388,Palladium,20,,,Palladium
388,Palladium,16,,,Palladium
703,Copper,10,,,Copper
703,Copper,35,,,Copper
703,Copper,3,,,Copper
703,Copper,42,,,Copper
703,Copper,23,,,Copper
703,Copper,14,,,Copper
703,Copper,32,,,Copper
703,Copper,13,,,Copper
703,Copper,38,,,Copper
703,Copper,9,,,Copper
703,Copper,17,,,Copper
703,Copper,43,,,Copper
703,Copper,37,,,Copper
703,Copper,26,,,Copper
703,Copper,15,,,Copper
703,Copper,40,,,Copper
703,Copper,12,,,Copper
703,Copper,36,,,Copper
703,Copper,49,,,Copper
703,Copper,4,,,Copper
703,Copper,45,,,Copper
703,Copper,24,,,Copper
703,Copper,0,,,Copper
703,Copper,7,,,Copper
703,Copper,34,,,Copper
703,Copper,21,,,Copper
703,Copper,33,,,Copper
703,Copper,46,,,Copper
703,Copper,5,,,Copper
703,Copper,27,,,Copper
703,Copper,8,,,Copper
703,Copper,22,,,Copper
703,Copper,25,74.663292,77.49346635486607,Copper
703,Copper,41,82.365692,77.94285569602819,Copper
703,Copper,44,88.300346,77.04884138843482,Copper
703,Copper,30,81.725662,76.82646938478891,Copper
703,Copper,28,79.792366,76.00848431061178,Copper
703,Copper,47,86.071129,75.50520600428598,Copper
703,Copper,6,87.761993,75.48769605922185,Copper
703,Copper,18,87.099579,75.50738351458916,Copper
703,Copper,1,86.26458,75.48744704945426,Copper
703,Copper,39,80.31649,76.20989499211775,Copper
703,Copper,31,81.967613,76.25792256921062,Copper
703,Copper,11,83.743576,75.12806821328215,Copper
703,Copper,2,86.514305,74.93289746125706,Copper
703,Copper,19,87.123962,75.15888181190468,Copper
703,Copper,48,87.509903,74.60230265649557,Copper
703,Copper,29,91.98613,74.1472102894182,Copper
703,Copper,20,92.235504,74.15894473325137,Copper
703,Copper,16,92.260559,74.67386249193324,Copper
591,Gold,10,,,Gold
591,Gold,35,,,Gold
591,Gold,3,,,Gold
591,Gold,42,,,Gold
591,Gold,23,,,Gold
591,Gold,14,,,Gold
591,Gold,32,,,Gold
591,Gold,13,,,Gold
591,Gold,38,,,Gold
591,Gold,9,,,Gold
591,Gold,17,,,Gold
591,Gold,43,,,Gold
591,Gold,37,,,Gold
591,Gold,26,,,Gold
591,Gold,15,,,Gold
591,Gold,40,,,Gold
591,Gold,12,,,Gold
591,Gold,36,91.209999,84.9568469243714,Gold
591,Gold,49,88.949997,86.18153430092767,Gold
591,Gold,4,93.220001,87.76388661575004,Gold
591,Gold,45,93.300003,88.02273130267179,Gold
591,Gold,24,,,Gold
591,Gold,0,91.809998,85.76227244661001,Gold
591,Gold,7,92.080002,86.25709613624154,Gold
591,Gold,34,93.400002,85.99517475498874,Gold
591,Gold,21,92.400002,86.18879234126442,Gold
591,Gold,33,93.900002,86.03326706975011,Gold
591,Gold,46,93.099998,86.08690303936868,Gold
591,Gold,5,92.999992,86.17527740888866,Gold
591,Gold,27,92.999992,86.39145758893335,Gold
591,Gold,8,92.999992,86.26908305293239,Gold
591,Gold,22,92.999992,85.94923550543237,Gold
591,Gold,25,92.999992,87.60719215159688,Gold
591,Gold,41,92.999992,87.60719215159688,Gold
591,Gold,44,92.999992,87.60719215159688,Gold
591,Gold,30,,,Gold
591,Gold,28,,,Gold
591,Gold,47,,,Gold
591,Gold,6,,,Gold
591,Gold,18,,,Gold
591,Gold,1,,,Gold
591,Gold,39,,,Gold
591,Gold,31,,,Gold
591,Gold,11,,,Gold
591,Gold,2,,,Gold
591,Gold,19,,,Gold
591,Gold,48,,,Gold
591,Gold,29,,,Gold
591,Gold,20,,,Gold
591,Gold,16,,,Gold
887,Gold,10,,,Gold
887,Gold,35,,,Gold
887,Gold,3,,,Gold
887,Gold,42,,,Gold
887,Gold,23,,,Gold
887,Gold,14,,,Gold
887,Gold,32,,,Gold
887,Gold,13,,,Gold
887,Gold,38,,,Gold
887,Gold,9,,,Gold
887,Gold,17,,,Gold
887,Gold,43,,,Gold
887,Gold,37,,,Gold
887,Gold,26,,,Gold
887,Gold,15,,,Gold
887,Gold,40,,,Gold
887,Gold,12,,,Gold
887,Gold,36,,,Gold
887,Gold,49,,,Gold
887,Gold,4,,,Gold
887,Gold,45,,,Gold
887,Gold,24,,,Gold
887,Gold,0,,,Gold
887,Gold,7,95.058693,94.0027891798275,Gold
887,Gold,34,94.611336,91.8421617548447,Gold
887,Gold,21,94.890877,92.84695044176073,Gold
887,Gold,33,94.0,93.09443754223139,Gold
887,Gold,46,94.0,92.97160345202776,Gold
887,Gold,5,94.599998,94.35559576882348,Gold
887,Gold,27,94.599998,94.10712684881726,Gold
887,Gold,8,94.599998,93.83209127525248,Gold
887,Gold,22,94.599998,94.11985064758645,Gold
887,Gold,25,94.599998,94.11985064758645,Gold
887,Gold,41,94.599998,94.11985064758645,Gold
887,Gold,44,94.599998,94.18298420070528,Gold
887,Gold,30,94.599998,94.18298420070528,Gold
887,Gold,28,94.599998,94.11985064758645,Gold
887,Gold,47,94.599998,93.85895267921396,Gold
887,Gold,6,94.599998,93.13944270328963,Gold
887,Gold,18,94.599998,93.13944270328963,Gold
887,Gold,1,94.599998,93.13944270328963,Gold
887,Gold,39,94.599998,93.13944270328963,Gold
887,Gold,31,94.599998,92.81959515578961,Gold
887,Gold,11,,,Gold
887,Gold,2,,,Gold
887,Gold,19,,,Gold
887,Gold,48,,,Gold
887,Gold,29,,,Gold
887,Gold,20,,,Gold
887,Gold,16,,,Gold
233,Gold,10,,,Gold
233,Gold,35,,,Gold
233,Gold,3,,,Gold
233,Gold,42,,,Gold
233,Gold,23,,,Gold
233,Gold,14,,,Gold
233,Gold,32,,,Gold
233,Gold,13,,,Gold
233,Gold,38,,,Gold
233,Gold,9,,,Gold
233,Gold,17,,,Gold
233,Gold,43,,,Gold
233,Gold,37,96.0,90.7573952175074,Gold
233,Gold,26,96.0,91.36830084086128,Gold
233,Gold,15,98.443726,91.78682444831728,Gold
233,Gold,40,97.707695,92.44704365160196,Gold
233,Gold,12,97.125969,93.96057989595622,Gold
233,Gold,36,96.0,94.88426664948491,Gold
233,Gold,49,96.0,95.00053718100465,Gold
233,Gold,4,96.823044,96.41880478459404,Gold
233,Gold,45,96.892471,97.86709623443454,Gold
233,Gold,24,95.613525,97.03698596133337,Gold
233,Gold,0,92.3806,96.70761690294903,Gold
233,Gold,7,96.168953,97.13130484550915,Gold
233,Gold,34,97.689964,96.71496609702696,Gold
233,Gold,21,97.421158,96.97170325257127,Gold
233,Gold,33,97.164146,97.38129295969813,Gold
233,Gold,46,97.708138,99.1555829454228,Gold
233,Gold,5,97.599998,98.76403236615175,Gold
233,Gold,27,97.599998,98.92806138239193,Gold
233,Gold,8,97.599998,98.92806138239193,Gold
233,Gold,22,96.129326,98.81356742675513,Gold
233,Gold,25,97.388451,98.74907485912871,Gold
233,Gold,41,97.388451,98.74907485912871,Gold
233,Gold,44,97.388451,98.74907485912871,Gold
233,Gold,30,97.388451,98.74907485912871,Gold
233,Gold,28,97.381149,98.21441773264117,Gold
233,Gold,47,97.373116,98.10475041575809,Gold
233,Gold,6,97.385071,98.13875312712472,Gold
233,Gold,18,97.424301,97.91935289058992,Gold
233,Gold,1,97.262421,97.40342210368775,Gold
233,Gold,39,97.495522,96.34075339085406,Gold
233,Gold,31,96.985023,96.33669282782613,Gold
233,Gold,11,,,Gold
233,Gold,2,,,Gold
233,Gold,19,,,Gold
233,Gold,48,,,Gold
233,Gold,29,,,Gold
233,Gold,20,,,Gold
233,Gold,16,,,Gold
1089,Gold,10,,,Gold
1089,Gold,35,,,Gold
1089,Gold,3,,,Gold
1089,Gold,42,,,Gold
1089,Gold,23,,,Gold
1089,Gold,14,,,Gold
1089,Gold,32,,,Gold
1089,Gold,13,,,Gold
1089,Gold,38,,,Gold
1089,Gold,9,,,Gold
1089,Gold,17,,,Gold
1089,Gold,43,,,Gold
1089,Gold,37,,,Gold
1089,Gold,26,,,Gold
1089,Gold,15,91.099129,81.29453572660938,Gold
1089,Gold,40,96.085228,82.26398162150427,Gold
1089,Gold,12,92.5186,82.5957393219684,Gold
1089,Gold,36,,,Gold
1089,Gold,49,,,Gold
1089,Gold,4,,,Gold
1089,Gold,45,,,Gold
1089,Gold,24,,,Gold
1089,Gold,0,,,Gold
1089,Gold,7,,,Gold
1089,Gold,34,,,Gold
1089,Gold,21,,,Gold
1089,Gold,33,,,Gold
1089,Gold,46,,,Gold
1089,Gold,5,93.804634,94.03960611440158,Gold
1089,Gold,27,94.049835,93.16261928597339,Gold
1089,Gold,8,94.529839,93.93867424112638,Gold
1089,Gold,22,94.9011,93.65385098709072,Gold
1089,Gold,25,95.062988,93.84554017603867,Gold
1089,Gold,41,95.095169,93.95183737475675,Gold
1089,Gold,44,95.178665,93.7231656400377,Gold
1089,Gold,30,,,Gold
1089,Gold,28,,,Gold
1089,Gold,47,,,Gold
1089,Gold,6,,,Gold
1089,Gold,18,,,Gold
1089,Gold,1,,,Gold
1089,Gold,39,,,Gold
1089,Gold,31,,,Gold
1089,Gold,11,,,Gold
1089,Gold,2,,,Gold
1089,Gold,19,,,Gold
1089,Gold,48,,,Gold
1089,Gold,29,,,Gold
1089,Gold,20,,,Gold
1089,Gold,16,,,Gold
498,Gold,10,,,Gold
498,Gold,35,,,Gold
498,Gold,3,,,Gold
498,Gold,42,,,Gold
498,Gold,23,,,Gold
498,Gold,14,85.854897,83.07018014627278,Gold
498,Gold,32,89.511131,84.6355162734738,Gold
498,Gold,13,94.610168,82.9156428389031,Gold
498,Gold,38,93.231758,82.1665737677279,Gold
498,Gold,9,98.914604,81.78429262621341,Gold
498,Gold,17,,,Gold
498,Gold,43,,,Gold
498,Gold,37,,,Gold
498,Gold,26,,,Gold
498,Gold,15,,,Gold
