,,collection_elas_scrap_price,direct_melt_elas_scrap_spread,incentive_mine_cost_change_per_year,incentive_opening_probability,initial_ore_grade_decline,intensity_response_to_gdp,mine_cost_change_per_year,mine_cost_og_elas,mine_cu_margin_elas,pri CU TCRC elas,pri CU price elas,primary_commodity_price_elas_sd,primary_oge_scale,primary_price_resources_contained_elas,refinery_capacity_fraction_increase_mining,scrap_spread_elas_primary_commodity_price,scrap_spread_elas_sd,sec CU TCRC elas,sec CU price elas,sec ratio TCRC elas,sec ratio scrap spread elas,sector_specific_dematerialization_tech_growth,sector_specific_price_response,tcrc_elas_price,tcrc_elas_sd,historical_growth_rate,china_fraction_demand,"Recycling input rate, Global","Secondary refinery fraction of recycled content, Global",primary_production_mean,primary_ore_grade_mean,primary_commodity_price,sector_dist_construction,sector_dist_electrical,sector_dist_industrial,sector_dist_other,sector_dist_transport,sector_dist_bar and coin,sector_dist_jewelry,Mine production
Ni,262,-0.001145182062903533,-0.00160684902958444,0.03900282414412783,-0.023879270972568423,0.0002656069474379374,-0.02937620631314387,0.02779521551811571,-0.004303242517541808,0.0011847751276446079,-0.0005867673079273326,-0.007846695701752324,0.004735310537028477,0.0013159856674836495,0.0007433987829660351,0.00231535733868324,0.0005811334269553887,-0.005622356627834803,-0.0020446224583918573,-0.0010916111082882557,-0.001852694773464851,0.012131187756318105,0.09224254825575952,-0.002456749417106504,-0.0005352829470017674,-0.028259351229553916,0.042927899194897305,0.010061987227144402,-0.024259233479225453,-0.04711069385955725,-0.010904214923355651,-0.06274777243521677,0.03186839804030657,-0.09129337443928838,-0.00917210570229025,0.011150591497615134,-0.005214332497659951,0.029551413407108068,0.09217113582486335,0.0456909300514042,0.0
Au,626,0.00272488479197465,-0.0002950166172722806,0.01443785126720807,-0.005032795631470635,-0.0014130108831428875,-0.08622452778634516,-0.044683243105961536,-0.00034131779243421834,-0.0013890228783634707,0.00035712689024196124,-0.011571710959082727,-0.02185931513615936,0.008120019945365136,-0.00039019495459320544,0.0002980502957695121,-0.003326986238369906,-0.005599329950559784,-0.0170589127034797,0.0027287473794584166,0.005153781870291701,-0.002902262485420441,-0.01683887294318395,-0.013905855472229228,0.00047459519752791006,0.010369861030768632,-0.10757201342164145,-0.019030124815602546,-0.014672344269270584,-0.013070364521513273,-0.3118099661273067,-0.1495365014385328,-0.14270255841322757,-0.15332211618009353,-0.010120747151382274,-0.011753386959612335,-0.01253431437694167,-0.08588461198684366,-0.279946405612602,-0.13836920950331785,0.0
Cu,513,-0.0111913702740654,-0.002121110776308302,0.029149658553547755,-0.05647995730386806,-0.012522301526248574,0.04181919643922579,0.026418259049923374,0.001991294290481291,0.0006855944787463807,-0.002346188350687056,-0.0034832837738408198,0.008499966944436535,0.01602459733080234,0.0021353990561235763,-0.0005997738807427143,0.001771876687620104,-0.003036037043389984,0.0014531324255685322,-0.004786968103629238,-0.02043038881655501,0.009539773923232174,0.2520739980940294,-0.006246177605731174,-0.0003234923124243258,0.017309985458037,0.04095630049219507,0.010086224149743963,0.014671151346510243,0.06047123698727228,0.038095688626591614,-0.0477045174567063,0.04206636788638343,0.11348632309811825,0.004187107241018353,-0.01441937219408703,-0.00494275319098014,0.0324455152983934,0.09835499785922217,0.04848816077295847,0.0
Zn,738,-0.0006779632562627321,-0.00013168699507016667,0.08655568923570443,0.04548235159422885,0.0009545044355398722,0.0676278974963501,0.05354849299753796,0.0004501939138324318,-5.418397905434382e-05,0.0005118103427918857,-0.00033761141078412875,0.004981873765308577,-0.010310845569895958,0.001940391628974676,-0.0012975960207517278,0.0002897451907707151,0.001702219191931239,-0.0007659574844418582,0.004489296833640472,-0.01418722449753327,-0.0071698729316891,0.06556805463459177,-0.017975411117129383,-0.00923675615512673,-0.018494997928030714,0.04003427475412018,0.006428062687828642,0.014577861485268406,0.06723544432048348,0.06341135699470284,-0.017930039416892554,0.04297267462526523,0.11454012985731836,0.009701393925057575,-0.012939535807826441,-0.004218240944150675,0.03199147268968059,0.09360410810272085,0.04675834112011445,0.0
Steel,745,-0.001979654334020275,-0.001460725981610248,0.01935347920690618,0.01582017886071715,0.003705193851179513,-0.06829765811764633,-0.03885564102100005,-0.00015577029240327125,-0.004600566892947648,0.0008565188679523355,-0.005919561499671953,0.012617516548558213,0.006857347024034036,0.0015685628188168547,0.0029756724095302855,-0.012837065232147213,0.002046623552162202,-0.0066613853559234154,-0.0029376560368392798,0.005368111736686358,0.00512950123821872,0.04478770125754336,-0.005312521127209724,-0.0010472356401145368,-0.016615842911333552,0.06075690858563417,0.02268323231689769,0.002660840641556653,0.01169613323967577,0.49107515740203544,0.3084695388633874,0.10165293413309716,0.18325724016621903,0.00483846014458896,0.03823665878443711,0.014292298890443096,0.044701354324477666,0.11597906744332201,0.05643341841267376,0.0
Sn,1079,-0.007097918264776009,-0.0019211788340512126,-0.1019021088083302,0.021518865682310394,0.010694794975600394,0.0003999864502790166,-0.04000421082622655,-0.0013916116714318722,-0.003188830127074973,0.0002063195143419526,-0.004866407576127346,0.01928983569441142,-0.033563070431992824,0.0013543343480398387,-0.005077485959685202,0.001964772760683948,-5.319721577597689e-05,-0.00847130277944581,-0.0023293467499625915,-0.017808848606080827,-0.02423617829023624,0.009069286982670349,0.01873045647575636,0.002803163559268397,0.013989305944405837,-0.06499651546852782,-0.01445020261392434,-0.0036578639817485864,-0.023717451626286502,-0.19974556400607238,-0.0600846625760808,0.0059497068474015785,-0.06893760609249065,-0.018859077076266894,0.006648171580016995,-0.006336282743599272,-0.03143866053166977,0.10860309357171828,0.05964396068050268,0.0
Ni,1197,-0.007127045344308607,-0.0015626696240074159,0.04070987062566827,-0.1157251163951399,-0.0014493389003550031,0.049547163643638654,0.032595849930806116,-0.0029941024829833914,-0.006054564991466925,7.500585925773363e-05,-0.001191315975466028,0.004541949453498519,0.0104511653330706,-0.00159934277474184,-0.0029575006437623855,-0.001272690112615144,0.006761345769572455,-0.001946076401307766,0.001986853094639909,0.005380966449871148,0.013177368293211342,-0.027678814450810826,-0.002290936157856233,0.0013100552021461608,-0.021435926199040105,0.04157669955828627,0.010018474827919911,-0.024659172175496152,-0.04818906138207434,-0.01865546190780734,-0.06680729223993041,0.02918147742911037,-0.09321956631234479,-0.013155175506299887,0.011184319303761464,-0.005109418106956009,0.028219355871095454,0.09075409723022894,0.04481350562587887,0.0
Cu,922,0.003507863851974187,-0.009241988171909883,0.046638056540746285,-0.0007370124671464651,0.0007363769264416642,0.04441722857567344,-0.06666315109978817,0.0007109608635552351,-0.004947320536909339,0.0007081719438989455,-0.0028936817359040603,-0.009834391376350457,0.006114731938069601,-0.0006659307570907237,0.0010505988607129534,-0.004163922776100709,7.391618568963618e-05,-0.009802320048408489,-0.01580733635593743,0.00607961486973828,0.0054881537054600705,-0.02198315541005508,-0.020198127761365293,-0.0009399602644760034,0.003668467605083879,0.03673697864472284,0.012370775866946501,0.010023595431554047,0.051463808880520746,0.040896444876994384,-0.04550727684139984,0.03890576468046548,0.10010715050472375,0.0009130462915141953,-0.01357613339206198,-0.004318231177678799,0.03039369900500446,0.09244768484899633,0.0460589739506016,0.0
Sn,165,-0.00939057462628782,-0.0022733434772178296,-0.07924529044533632,0.019706511268285935,-0.016046993818266925,-0.028708077441230852,-0.07269864784326825,0.002698665869834064,0.0008082662805514261,0.0020637213311623798,0.0037339996618336864,0.016378423451863064,-0.0017961509012521127,-0.003823221737310201,0.0008569185989985349,0.00232334954862592,-0.0016129463264705067,0.0005044812990790616,0.005466409559667985,-0.0055025770415864745,-0.004575985130460184,0.04081021258360702,-0.020378173268119016,-0.006309405028339689,0.005045168671652461,-0.07579469660739037,-0.017915912224210823,-0.010184322765918144,-0.02383808790217726,-0.203549057047876,-0.06239816400676473,0.00253932021560222,-0.07353448032027324,-0.03320980114218054,0.003620631973959235,-0.009541454642911803,-0.03661225622315105,0.1166664670309542,0.06420353395551562,0.0
Au,255,0.0016230507833571303,-0.001995801840787084,-0.02256129602717869,-0.011720884264010033,-0.0019147049861314496,-0.04261147657016347,-0.06583364424236907,0.0029205202737081714,-0.005037300456897963,-0.00019351922542776707,0.0036152199899955003,-0.00011527850413314883,-0.011376169313710464,-0.005308771404059231,-0.004464104528247937,-0.0012851435112008118,-0.005241212973518419,0.0024192402978706995,-0.006797379843890376,0.008090532612217772,0.005353619675267356,-0.05601681813807849,0.006446832246984482,-0.007625126902349298,0.0033458671590851693,-0.1054592337869908,-0.01934802705529977,-0.01609478439545807,-0.01496590159611909,-0.30859860137529693,-0.15069217312923552,-0.14115180835406552,-0.15161593564917897,-0.009711069556165275,-0.011764067056142526,-0.01281443862313329,-0.08496568336964548,-0.2834141478904864,-0.1451888243231497,0.0
Ag,322,-0.0054724944914072635,-0.0016946900678118043,-0.10117469761408984,0.03246115041609941,0.011438428031458654,0.06361463642265189,-0.08786333549573946,0.010254999931197007,0.0007501819635888937,0.0010569685880236867,-0.0009605935886482506,0.01874309110790781,0.01565526450686043,0.0061091756018222705,-0.0011142595145471556,-0.0037226330655990244,0.0006257646963039798,-0.002010199280715325,0.0012659709575510974,0.0008603170058251451,0.0017821614660377843,0.04294754358741555,0.003724717994440233,0.016036383133065837,0.014924790940769575,-0.06731737541138312,0.007966507909315019,0.010840169039742158,-0.0008671893559442586,-0.2628182333021771,-0.11755009472930666,-0.0957624009835724,-0.14005259234217005,0.022093251072232704,0.023382965317169227,0.02295922835576812,-0.07385298407483286,-0.2174450544781035,-0.09130901069765947,0.0
Al,411,0.0016845014332616173,-5.841480818388628e-05,0.0459167784333627,0.00543953556718432,0.0008825056920587371,-0.11927355238024745,0.024116264112896725,-0.0008881002914093473,-0.005234912287122236,0.00012208501114035217,-0.0031456528140926237,0.006436799649385655,-0.0036692830859800835,0.000780174054461985,0.0017791966805873857,0.000591652068410211,0.0013982975826028797,-0.008058232745760112,-0.0077296007365918,-0.009259942003570729,0.00507202690840011,-0.05459439853043093,0.003646282894794966,8.825715523804217e-05,-0.025765201304419182,0.06337736970748518,-0.02463248434254031,0.003087934169505153,0.01796281295374825,0.33994555887660266,0.1378074276520617,0.05197877807622799,0.06251298307733767,-0.004102567023891204,-0.020389991521159483,-0.004375976190065951,0.040119100030735017,0.09972870539834822,0.04894041616034249,0.0
Zn,984,0.0025075035268622464,-0.0023306152348486304,0.057123973960194474,-0.025536198818168473,0.010082773132620884,0.14647828796579335,0.029053685603979026,-0.004409637308085136,-0.002036264228860979,-0.0004978791493157428,-0.00274535877995235,0.004818360936299107,-0.0346880654753581,-0.0031864746750303505,0.0022217182072198707,0.0026827621487815296,0.002090205275965122,0.0027230592283426502,-9.059538977510321e-05,-0.0049917461293011505,0.01405769503809989,-0.34886576912465656,0.013957919497894567,-0.0028701130031351836,-0.028543400110470973,0.03849940326023737,0.005228050877272252,0.012153485175479196,0.05371663244983934,0.03635033978478817,-0.03166388409526939,0.03930807041907941,0.09867460168089096,0.006824630473580939,-0.01714815484570181,-0.005564432102923324,0.02923206422379213,0.09053384138716797,0.04523830659452162,0.0
Cu,671,-0.002225581516471291,-0.000702780494658643,-0.1504860886287695,0.024219450427210357,-0.005447380981784712,-0.014547042287547636,-0.07849763422739305,-0.0008217105639772393,0.00095960011234071,-0.0012259463035642116,0.0010246570605399188,0.012651522558786247,0.016965179405375445,0.004228630635601775,0.0033883387914075357,-0.0023102538967938267,-0.005052318808888676,-0.00019876512891928204,0.004704102917955246,0.006376806318558138,0.005776993708591973,0.2741061456715162,0.004084235453985792,0.0015117461357216709,-0.006222581379685769,0.037765525258838445,0.01134926999226669,0.010019836527504428,0.050678460904699046,0.029897162441053154,-0.048923652344425854,0.04172239558374166,0.10100470662741548,0.00032939298671064843,-0.014906018886098675,-0.005170916907335044,0.03151353548730321,0.09921178640736845,0.04972089790413964,0.0
Au,606,-0.005034213666705705,-0.0016422873972510956,-0.052340323944363956,-0.005376377104346564,0.004044703406968438,-0.08369493772286718,-0.023260658558218406,0.0009191170840874814,-0.0009718683769322526,-0.005251917789678177,0.0013491013068911062,-0.044241468443381754,0.008536722593043411,0.00015121210992947393,-0.0016462074880931375,-0.008204962297551974,-0.010450705335807255,0.0012339849477242656,0.0029428544237517194,0.0017576608187367959,-0.008708886123541397,-0.05175197641990102,-0.02906675169094573,-0.0013321272440952898,-0.005435747820181126,-0.10590430341697267,-0.020548520788350302,-0.015394958485930678,-0.015771959483392155,-0.3136211082131223,-0.14797876216411573,-0.13961322845486226,-0.14620175904786928,-0.010653532304705964,-0.013186480331612311,-0.014175364577450039,-0.08539651101638787,-0.2761800842266191,-0.1385444369460349,0.0
Pb,827,-0.005071972305218466,-0.0022155898008997753,0.011480596786823258,-0.002546701038702342,-0.002429193601652945,0.06230258124887554,-0.057067748240074635,0.013329822755282295,-0.0002193851344205585,-0.019329756923104256,-0.006454923214481656,0.012048440942026973,-0.0761311699364943,0.0026748849573765324,0.007055862589283727,0.0014143467150758468,-0.007233596135240013,-4.5174210428046385e-05,-0.003690871981574252,0.009352170486696114,-0.0021600738148705332,-0.13134922188675835,0.0142880292095243,0.002101714923371382,-0.015258758077699504,0.01482672125181274,-0.011586368121295513,0.0008970469538565393,-0.04518297386549766,-0.18815004533944385,-0.06080932280214176,0.03815787752710448,-0.07771000327563171,0.007329682932858754,-0.008631814828080992,0.0023700818083442618,0.026805348994937958,0.08969828568283092,0.04656455261330193,0.0
Steel,222,0.0006006051301606692,-0.0006325229080182274,0.08333216550946344,0.00876924195513642,-0.0010991910873779322,0.047050553177727245,0.05952912344129833,0.0018137301025212172,-0.004503767680377875,-0.0014174902678394015,0.000637639212440595,0.008882415819022799,-0.01783126956791703,0.0012811674621135483,0.015090626743396736,0.002389525369006513,-0.00034136529100896134,-0.018213916340771373,0.009547182168043225,0.004355279887359282,0.003288117694669309,-0.047567908263326256,0.013408715260159697,0.004698390924418675,-0.017268376657304147,0.0624117201646883,0.02628607452133296,0.002873540287803079,0.013274949123533601,0.5081934492062222,0.31689814168574537,0.10083952218256467,0.19829365684387998,0.004432987432159395,0.04395409141245083,0.014440061901580177,0.04508319270249342,0.11136458524301675,0.05369457703606317,0.0
Ag,51,0.0011704551652491374,0.0026738587028100765,-0.00726031073000427,-0.006261208604217603,-0.0014721960289321905,0.11009129111874216,-0.0048914261996754705,0.007846532742745526,-0.0013591987197425683,-0.0006368231400865412,0.002343982313692409,0.009783858765709927,0.006685311371825157,-0.0033120290689301205,0.0009058555336514661,0.0008298148832428312,-0.0013801454253741625,-0.0021085049366822593,-0.0057436274948036185,-0.0028794498624551295,0.004912656135998055,-0.12723299316378278,0.0069850638608365875,0.004582394124464278,-0.012566961118133888,-0.07533889247011094,-0.0015697704087611938,-0.00024316866003114529,-0.008470202450088227,-0.2728357559390588,-0.12878226915449653,-0.10348973590953477,-0.1510533832369637,0.01221999842498892,0.017475627567209526,0.013293947905024368,-0.07344672614784122,-0.22242573806860408,-0.10115899555495375,0.0
Ni,139,-0.004843014135878383,-0.0014597456487796697,0.03975842491068747,0.015052274335796671,0.0009565094195570685,-0.09176534548936228,0.0325621864866246,-0.002036328617670544,-0.0007075006651587949,-0.00029219149003795766,-0.0016475208332194765,-9.444772975341731e-05,0.008307786099583164,-5.971515769879043e-05,0.0033132777974313435,0.0014379320994758907,-0.0033109152448063607,-0.014919087137984531,-0.003780448637843262,0.0009085814005568932,-0.013332611902186802,-0.05189872980959294,0.004996429380390905,-0.005153373656939706,-0.007367165492019963,0.045476279470535674,0.012211833385406611,-0.019845396720693062,-0.04462550549137609,-0.0037929021109313803,-0.06066201664582897,0.03236828689156285,-0.08991743509742292,-0.00566776042804205,0.01226071975737589,-0.0034527001136803997,0.02996029283801937,0.08882004155944168,0.04402213760560165,0.0
Steel,1043,-0.0001577346149247875,-0.0013831927329283449,0.025722977455102637,0.010677489391165,0.003907113756395075,-0.10113484742079959,-0.05130183385971589,0.0033334989921494757,0.00028119002423771715,0.00036566559020284503,-0.0008670195164406611,-0.014492201368616299,0.007567395520724095,0.0014108266585925887,0.0004651130145429334,-0.005508217814000733,0.0027760386874523413,-0.0005154806604777506,0.0012924313677050946,0.0011743731598164186,-0.005526269250339111,0.1228548754485516,0.002132985310613189,-0.0074106507132407715,-0.021123318702673803,0.06256295454233231,0.021147456644701523,0.0027930410189189775,0.008646919187747756,0.5101169632447525,0.3171232712750925,0.1064448480672076,0.19279416380790326,0.00365940613126915,0.03833105157249176,0.013790861903591377,0.04566416057481671,0.12144301207010673,0.058655730699683654,0.0
Ni,1024,-0.0002670794085341282,-0.0014404759414146876,0.04240307759266221,0.013451034965349037,-0.0034802481593336956,0.06169574273152246,0.03320427494735322,-0.003217719835990585,-0.0004492600154878555,-0.002009418172084246,0.001273708497298193,0.002256633355196333,0.0021345818690274828,0.0013143318604461496,-0.016955854360926455,0.00030758671048027617,0.004798128318147523,-0.0010600091780495783,0.002555236763901488,0.00015037703596249976,-0.022253211596090377,0.060384795641202464,0.004858865871692571,0.0007787483047456943,-0.012364397681169545,0.046179592252053106,0.011998424386080038,-0.021024254889298828,-0.04777454809802278,-0.0032928620717443333,-0.06122141432099002,0.03277837039168905,-0.09387557329465555,-0.009243154242062237,0.011626695511181648,-0.004708072823049273,0.031373348516923444,0.09363667435908735,0.04618046197776614,0.0
Steel,676,0.004262794064531003,-0.0013966147564010887,-0.09614292824480673,0.01867488908507993,0.002842776481259572,0.07509640074045164,-0.07125266408355888,0.00293131521185023,0.0017154797967513713,-0.0008263691198873737,0.0023905259700164536,0.01849278209587177,-0.0029747784687124655,0.0008857703415419587,0.001103876723221722,0.0012200200821256022,-0.009199850945108543,-0.005085769802624714,0.0016921362809332332,0.0037365866810925414,0.007229166611693966,-0.059257293213926636,0.025589846189402025,-0.0017354336036167965,0.012586910193854208,0.05996181974749665,0.02320671303229714,0.0017454702160608865,0.02027086769036921,0.49108649869408155,0.31650918594680244,0.10255332979015333,0.17896366627183524,0.007218933448509585,0.04287103554803303,0.014375582856604244,0.04369082632438391,0.11559493863560703,0.0570393013867968,0.0
Cu,715,-0.0037010827665206964,-0.0035261853838818333,0.03625104859967703,0.035477968847114585,-0.001768051538878403,-0.014518104726859098,0.011835659855088037,-0.006122020201663665,-0.0003637277783063161,-0.0060621336214857335,0.004266402818755149,-0.006146495684313807,0.02097853030684323,-0.0070269022192280825,0.004496758214082611,-0.0050873988918465046,0.0011822104435673852,-0.0006220047966660691,0.0010320513170132765,-0.012323944050514424,-0.008933485178756731,0.19993579213871002,-0.008066442797686464,-0.00934381025496339,-0.028981914271604313,0.0395272487425909,0.01091039197560939,0.011035337360513106,0.058622418448350526,0.04802473631780203,-0.04308929058576947,0.04084107810886376,0.10702772939902244,0.0028638698457706486,-0.0136136875890156,-0.005007753772633729,0.03258226405240571,0.09536481403420577,0.047002199464462116,0.0
Ni,749,0.004305603715197968,-0.0015953452102727757,0.03189830183474296,0.04296272257859252,-0.00041675200134209993,-0.026067001825890276,0.028312326937794514,0.0025405856019438916,-0.0014641299802113396,-0.0001649082430556973,-0.001284510666094849,0.005333760590743625,0.006400035599806865,0.0003103365474299257,-0.016817567621929926,0.0012349376799498594,-0.012751674906522105,-0.005121270781332148,0.00232352804736859,0.005403152794896607,-0.011882507507022863,0.09043550147661236,0.004710365158202685,0.002724625983471288,-0.025208751082216863,0.04607866422365802,0.010948381506529896,-0.017226325112385473,-0.04230803815598234,0.0015677457357910422,-0.055083321873896175,0.03318435831720601,-0.0859414719461726,-0.006597323309751197,0.011655588792684572,-0.004530693127400499,0.031146302860532476,0.09310753436077397,0.046108204717962877,0.0
Cu,274,0.003461608701214367,0.00023767763450516905,0.04300508006856457,0.01959171727716835,-0.00035733415919387467,0.04290822654545137,-0.05180085114923926,0.0008697617694985298,0.0002513764137049798,0.0015076353922562397,0.005381693915560985,0.004763051416217146,-0.028479568163887893,-0.00119618464642636,0.0031151568965797653,0.0016052466694208806,0.00038612893163667277,0.0024607692990536653,0.013344106555867898,-0.024079817200601296,0.00017129286302226544,0.0420384174439613,0.021079801210111423,0.002136026354650706,0.01914248394475948,0.04027480044791591,0.010671056795004963,0.01184454005468289,0.05446675052054378,0.04880948406038435,-0.041537950245770255,0.04044077707778713,0.10301637168866136,0.0020376374915202808,-0.013487078468375635,-0.005125389831113103,0.03205587838679746,0.09382303290869952,0.046355716240149725,0.0
Cu,579,0.002507868344323045,-0.0010412660782653123,0.047208165570529204,0.018871182933019166,-0.0009373592371502866,-0.037725396009839214,0.016059856157428228,0.0005619626325519343,0.0006790771650234565,5.128651775326829e-05,0.006125859166318428,0.00716368565848221,-0.03104633891162785,-0.0010673484860708178,-0.0028044530946521517,-0.0008543003801418082,-0.006770803733097714,0.0008609820868764609,-0.01967032178664363,-0.008148428384526923,0.006019546054382559,-0.015351848690174546,-0.005298483245046832,0.0021450942527098224,0.01972394350051183,0.04116621761787562,0.010979022006287805,0.0117301351112392,0.056621872834527916,0.048240696716155024,-0.0455507334117224,0.040089856741004314,0.10410452801219867,0.002098629266168463,-0.01417209489489971,-0.004921583779792238,0.03183742690658827,0.09047974106369666,0.044211313748580214,0.0
Zn,172,-0.002614979443699947,-0.0012618645550807506,0.08711171213691665,0.0302530648151329,-0.00023070601789754728,0.05361442748964241,0.0382788538702586,0.0018479414029462806,0.0014487689228796562,-0.00039652162355023043,0.002496944785841297,0.003853629256730374,0.004451407837170746,-0.002747859787237846,-0.0005478552890887752,-0.0019915575055023315,0.002795726617958321,0.0012384671974803047,-0.006626886519554143,0.0007983419743551586,0.009583060678044986,-0.0710910116793778,-0.004803057794138319,0.0004597225263953611,0.015740802720622726,0.04104200974182243,0.0035532884350410474,0.015431978435217281,0.057937972423851125,0.05216722460085981,-0.019042038536682585,0.04229450456940776,0.10730648985305961,0.008468646652142095,-0.013452361319586366,-0.005122333516197995,0.030858441202151973,0.09392890978598378,0.046428088527072,0.0
Ag,744,-0.0010202909413468179,-0.0005273341142658601,0.03526403759956461,-0.046325053417659544,-0.0035547209491908795,0.014122031236001592,0.03720508514266639,-0.0005931824540611255,-0.00029175733430074135,-0.0022312952366112687,0.0009031825738484204,0.004148715384380068,0.007612432395393981,0.0011632619132855128,-0.004426518928987596,-0.0019242517036315737,-0.0008779337281489995,0.001953531990792743,-0.003659820715001978,-0.00021121731614720985,0.00639633800037829,0.024647312782700003,-0.01442029517709172,0.0002182932017764737,0.014744154752267471,-0.08009851025627168,-2.1316284594408644e-05,-0.004425891920921363,-0.011081857084902436,-0.27259468014293226,-0.1321517505637552,-0.1119262437389983,-0.1536483136229752,0.012023294823597187,0.0146888059653499,0.012744000159892594,-0.07881016322683429,-0.23840859936260791,-0.10714301412512073,0.0
Cu,165,0.0025822328999817712,0.002112138035957028,-0.030048260132801232,0.019081760263661384,0.00265566014092058,-0.033223462438617915,-0.03367800713377915,-0.0015508972425528342,-0.00045697548409223,0.00028869789146950377,-0.0012938509417212997,0.007022598141877502,-0.017642397054272306,-0.0015920002624566225,0.000624592894635586,-0.0030524540913750395,-0.0001072494277210225,-0.001153027252211526,0.01158076075537677,-0.027495461895221212,0.002570824921633622,0.03306327094114184,-0.006598847633021379,0.00029059374474289123,-0.00544007293699861,0.037107273328720915,0.012280767138137867,0.008431083493175498,0.055550113982802164,0.040041281337001106,-0.04522724977245568,0.03907193214729346,0.10186663901003383,0.001435235211058916,-0.01395420712583667,-0.004124879021619082,0.030481157237444326,0.09047331607985908,0.04451350542864093,0.0
Al,180,-0.0024545035789318207,0.0004855543877510262,0.04533646867401413,0.00030215256665759815,0.0010737459510875163,-0.031517716036099756,0.03248277293387088,0.0002908401378460123,0.00022334980271966948,-8.343081198645297e-06,-0.004955068847957475,0.004464204330277859,-0.019933200338492354,0.0012477978489818654,0.0003545510713226768,-0.011838319303039545,-0.0013104720419224209,-0.008625960602779629,-0.007216435575393749,-0.009026393998957372,0.00447593075277815,0.19587024040681203,0.0025798041186503536,-0.0031736148394317224,-0.023229453580287617,0.06773485635494465,-0.02378926973824225,0.003512264325712889,0.022627734359108764,0.368345911790891,0.15952925513949348,0.05411580694566608,0.0728227111264355,-0.00526927426353197,-0.018306529893437243,-0.0038842639694303344,0.04052917494786779,0.10574312613880965,0.05162250577676095,0.0
Au,595,0.0006126484950021846,3.629773711717659e-05,0.024839378878415655,-0.03500599482263145,-0.00020385425207642742,0.04094638789906615,0.05233738592699975,0.0014628084113053107,-0.0011133432255759858,-0.005842780032770269,0.0016009752516680195,-0.028638804701394807,-0.0006422202294639759,-0.0024469493144683462,0.0017826302869626018,-0.007026072705833622,0.008570679977582216,0.0011697210407101042,0.004591081609827895,-0.009503723046393018,-0.014445932654464146,-0.1936876234753107,0.00902998874353948,0.0016025458948319769,-0.009370934250890146,-0.10070952592418965,-0.0194762267009543,-0.015145554585322175,-0.012856304194980567,-0.30612478518944714,-0.14807344945702602,-0.13523239011742433,-0.1516293001359529,-0.00932141079757651,-0.01212725278648245,-0.011214969385585432,-0.08349386518404703,-0.27235041811075433,-0.1371477883907666,0.0
Steel,709,7.976715831209343e-05,-0.0011721919458441152,0.042515317823940885,0.015495048287468744,0.0023172000398773733,-0.04080408624713555,-0.001802898892906484,-0.003530288440472886,0.0033731684137765657,-0.0030904197312876954,-0.010611030447180984,-0.06549212845894707,-0.021870043994837347,0.0003436377413011088,0.0023980330760228026,-0.00019022294669327215,-0.00015189427121544205,-0.0015215752965191756,0.002434876027421318,0.002414717837027032,6.172434656716207e-05,0.09042607278534998,0.002135470852920692,-0.0036139207008873448,0.018092435405363577,0.06320937932156433,0.021751907636850264,0.0022403775655222015,0.008893100850910178,0.506698391390013,0.31877890929210007,0.10241327412823359,0.18608530674520915,0.005689141296553127,0.03877188743224131,0.015341380861046661,0.04505868501786051,0.11351772285673724,0.054584870348963366,0.0
Al,60,0.0040719904775432785,-0.0002559977756111535,0.03610063440602332,0.008450200754561247,0.0014895282146802022,-0.07945416448496286,0.023747715593483508,0.001076717033926723,-0.0007221062571548605,0.0008488521098412123,-0.007716382878271489,0.004269098410642326,-0.011675456800204147,-0.0010368967509531153,-0.0032387181312612517,0.0012734849796885532,-0.0003303644278959801,-0.009878427145006106,-0.007458956172291968,-0.00945155660745975,0.006787769995619457,0.009601777039143842,-0.014754982255876497,0.0003633645735583635,0.01713619825202856,0.0665178952600165,-0.022751216874142142,0.0026208016616730994,0.014939123308492095,0.34303582125628246,0.1472944827318584,0.053959346887628976,0.06108230111761606,-0.0033394729681657433,-0.018208511404200878,-0.00487855243335313,0.0402150113839557,0.1028027679739711,0.05051158680500527,0.0
Al,787,-0.0032326478794605508,-0.0009368851934763308,0.0419616076792247,0.002976279724553818,-0.0001988695752574453,-0.07047471508484685,0.021838784733307966,-0.0013080823132416708,-0.0016879400723711806,0.0012627005767657186,-0.005122029281939756,-0.005074031136697975,-0.006327598592099082,-0.0002750444467145909,-0.0013000349510694808,-0.000467351803856465,-0.00023029388256616957,-0.010310147401422507,-0.007434248511167182,-0.010057478444459544,0.005174708757167794,-0.21534782721567763,-0.007834451171769997,0.0014387884921688988,-0.0019958123035206015,0.06320447238657757,-0.028029379331960032,0.003140884452005108,0.01576342177827393,0.33319535624540575,0.1308525099794472,0.05182645572228927,0.057737167294283846,-0.00445495801043488,-0.02455005834637724,-0.004704875937156071,0.038957155830178225,0.0987702981622612,0.04872197788355683,0.0
