,,Scrap demand,Grade,collection_elas_scrap_price,incentive_mine_cost_change_per_year,incentive_opening_probability,initial_ore_grade_decline,intensity_response_to_gdp,mine_cost_change_per_year,mine_cost_og_elas,mine_cu_margin_elas,pri CU TCRC elas,pri CU price elas,primary_commodity_price_elas_sd,primary_oge_scale,primary_price_resources_contained_elas,refinery_capacity_fraction_increase_mining,scrap_spread_elas_primary_commodity_price,scrap_spread_elas_sd,sec CU TCRC elas,sec CU price elas,sec ratio TCRC elas,sec ratio scrap spread elas,sector_specific_dematerialization_tech_growth,sector_specific_price_response,tcrc_elas_price,tcrc_elas_sd,direct_melt_elas_scrap_spread,historical_growth_rate,china_fraction_demand,"Recycling input rate, Global","Secondary refinery fraction of recycled content, Global",primary_production_mean,primary_ore_grade_mean,primary_commodity_price,sector_dist_construction,sector_dist_electrical,sector_dist_industrial,sector_dist_other,sector_dist_transport,sector_dist_bar and coin,sector_dist_jewelry
Pb,570,-1.0930818740799577,0.008607198137345442,0.007033798585806474,0.0390942575334396,-0.013105341374925058,0.056290460810625075,0.005459460839977012,0.16833820341714703,0.0035493419896573046,-0.0015246085821187113,0.016261979085310838,-0.008353423236274367,0.014162583526557367,0.0038575355034511476,0.014945029500243534,0.07685760178909704,0.020339899978664307,-0.01739900873418061,0.04407819143883762,-0.017056769210773214,0.019029471129140517,-0.013856462604267268,0.008736481549424881,0.03744507815476404,-0.025483042001073576,-0.011175587647575666,-0.0022350302620554635,0.00024216183022743347,-0.00826693498526821,-0.006961582819394408,0.027126307399864248,0.002412240749685128,-0.0009238647359760289,0.00689038801702808,0.03545473502175369,0.019019977007486043,-0.022211853993286786,0.005935214609059572,0.016923788501334153,0.0016227599792755173,0.001387429478236194
Ta,759,0.08074114023782651,0.003979804745022517,0.005007240792784476,-0.002621696845092691,0.039483091795519794,-0.022309080434036573,0.008953572847634114,-0.010308958511710204,0.004212698299851732,0.008958503030856668,0.006245223865181995,0.008837349516961732,0.0009418201823805246,-0.004274713669835002,0.01805300932709248,0.022527592588811842,0.0007140684064345162,0.006222823399361054,0.007265195625355657,-0.0030809974518245854,0.008723583572470403,-0.0038654369135403066,-0.0016391903802175241,0.017085548144228073,0.0033762189392976794,0.08476935513334165,-0.00017915448954524137,0.001673049820897387,0.06882101571299601,0.00734936340279325,0.006284319907794197,0.0007681918309248129,0.001596718271269111,0.0018219097785780133,0.013591193687627628,0.023123632454393608,0.005398338604301347,0.006768396046246217,0.006579184507405812,0.0011011601914257066,0.0011155003344208829
W,1080,0.31901009189123114,0.0008820064159175491,0.0013253234418235818,-0.00204009937272413,0.00962228050958041,-0.006857959903697845,0.0008504093781269755,-0.004893363666331567,0.0066831630737555995,-0.0006039851993927726,-0.008631656344509566,0.0006142211688844597,0.0012979726050340774,-0.00011120782538530301,0.0085722229668212,0.010685462764063321,-0.0022235487690942324,0.0007607022384133152,-0.006106011599058384,-0.00018604902445878765,0.003912102421070672,0.003519150873920697,-0.004492779294189859,-0.03530708411797794,-0.004199381559988567,0.10906036566193336,-0.002081012915494744,0.0023918942709407307,-0.0037243641300131604,-0.0014158845022448137,0.003933710437687139,-0.0005573295006561142,-0.0013537452431360434,0.002492640508513745,-0.004191350879094259,0.008724911296824886,-0.004339400443973253,-0.0032749802564703123,0.0011301582403389534,0.0006706931684751876,0.0017915674730894133
Al,123,-0.057257589607531106,-0.0013825451697891786,-0.0019211842176056117,-0.015108209724832315,-0.009573828995553736,-0.014470857204729345,0.0010905056301534941,0.026185737816057698,0.0007098506666385711,0.002153526882115142,0.0019841108797887534,0.004963039599260693,-0.01351010585396761,-0.004744864910870495,0.005522846979780393,0.024435305016546692,-0.005639531766051855,0.020599492765659717,0.01150500377035307,-0.0011236887300996622,-0.006300509818575062,-0.008371173504258601,0.004116535650008425,0.0070358531199200885,-0.0055677955759075946,0.06498204100848595,0.004834961872411894,0.00340240707402308,-0.014218836509587251,0.004098181460633764,-0.010963308189071663,0.00200526602158453,-0.001924585983978922,0.0011670433436281017,-0.006077278589386802,0.011265470446457758,-0.003659971027668269,-0.0026893143083146966,0.006209752433231971,0.0003412848958991033,0.00032434311238771154
Al,878,-1.0739350052883136,0.0025374164315880173,-0.009949946774897222,-0.008168719069702663,-0.0031448511285016518,0.024930673046493858,-0.01167187550366465,-0.06470701077871513,-0.06826980043434366,0.008394277110806299,0.00588765865642521,0.002055873207992011,-0.004000470398966435,-0.00737704907010367,0.012432011581515624,0.02967381753250488,0.0012187483299024463,-0.10370797927045804,0.005886797738512321,-0.021371860736996495,-0.0038139812508668687,-0.0005248109481900115,0.0031569877332160816,0.0033582474380599607,0.002226477921223513,0.28362470563899983,-0.018346763188455493,0.002665614813829598,-0.019375893210512765,0.004042866497843478,-0.021128278572043364,-0.0020056591071513797,-0.0015389300428277912,0.0015481887224746103,-0.003818551632676775,-0.0032103768644884518,-0.009048201859387024,-0.006173923556885789,0.014707408744637362,0.0008497249807307108,0.000704264319386142
Ag,973,0.44869480529931344,0.0037413120436132273,-0.0013895775268911652,-0.0029298102379521707,0.029042223979679645,-0.0025014548906135132,-0.004770152660419739,0.017203662784530387,-0.01908547225742916,0.002999879650204856,-0.002030832968257181,-0.003910284741437181,-0.0014552434163093253,-0.0029457524873101656,0.003352621696994284,-0.03537064165327394,-0.00029078539870047216,-0.005696974424597313,-0.01218996254966857,0.004652457883536144,-0.0003936016614767579,0.006078542334169224,-0.0025113635940679302,0.014309356469142038,-0.0023686445274324294,-0.004128917613750797,-0.003958544204138673,-0.0007529706906341906,0.047895851735583285,-0.0052221839032107345,0.00177949761298033,-0.0004378418343659854,-0.00028534041059461666,0.0012640223542273157,0.007375347261417505,0.004106696821954999,0.013939956465958274,0.0018760737292539908,-0.008889721102256649,-0.0017115519292172348,-0.00014126603223519398
Zn,64,-1.3580667965859277,0.002633717212438776,0.004852101609074337,-0.01485559688777305,-0.04640206926884805,0.014399886428471887,0.0037805257793929485,-0.024552742695713687,-0.0010247744126581743,-0.002474220216369959,-0.013620843853109365,-0.0008249489859860959,0.0075708870471070675,-0.0018675666110366035,0.0354395431474167,0.010483441284717362,-0.021741062395643728,-0.1324203829444111,-0.009223425614391798,0.016890087141673036,0.005175973787443321,0.013704799690088114,-0.006445800639325007,-0.0007051729160550317,-0.008355797002322383,-0.09951827462711307,-0.00316258539126371,-0.0030666071008402895,-0.05598655405189836,-0.012383652080173965,-0.03732001434386427,-0.009458923675434928,-0.0032431222111932267,0.0014163967437644028,-0.02629938730365269,-0.0470298629412308,-0.04692176433495419,0.0018211975058173538,0.009955134646727986,0.0006730607754381971,0.001253539501737859
Sn,786,-0.4169057414213198,-0.0031383721454592626,-0.0012410727749932837,-0.01580969402889576,-0.09668918194845863,0.02392429043463903,-0.0010608388584130185,-0.036505119826223995,0.018077756118981443,-0.003541130534814339,-0.008845013163938646,-0.009507806791222009,0.001970508824722635,-0.004790956276807674,0.01141044814747629,0.017066327882882558,8.943345191697328e-05,-0.043849575683913226,-0.007809677044678887,-0.013933712652276234,-0.007006361616760319,-0.010958633552361303,-0.000610333915969442,0.012980363186828396,0.009668393899590696,-0.23364128333579162,0.001328247645806433,-0.014018749864952981,-0.05260144780055437,-0.002647100985439087,0.02089698576326905,-0.0021099553102998927,-0.00024640684267525527,0.004655303728305858,-0.01453942969355737,-0.08131675151598573,0.0033662000456837135,-0.006823908299732225,-0.014214618140306844,0.0005509617566377767,0.0007408617504253954
Sn,459,-1.0585473926129818,-0.0005563478987099528,0.0053461562048107494,-0.011737849973106465,-0.0682700562581748,0.02521374587266764,0.0072433050743006405,-0.030239073206622273,0.04086634680264348,0.0018886472387168935,0.007498693231543662,-0.008718657304528421,0.003781587700519158,0.0044166467057466605,0.03378353670839871,-0.013345162766729849,0.012211645823709403,0.01143108487751561,0.0006138677713467862,0.0013798624194672527,0.012444506652527717,-0.0005556968756156647,-0.01846703810173465,0.011901304685108598,0.017891355764983238,-0.2330423531731571,0.002368048128861243,-0.01487163707041573,-0.0671450244560706,0.005428079780592136,0.04375255635897003,-0.0016986318157721837,-0.002474088450215957,0.0027118968696179845,0.013058431168486472,-0.08096756417340469,0.015156053937360865,-0.0032808359129745507,-0.015557445706747376,0.0009053051652893744,0.001760199266458123
Steel,692,0.12889487769839789,0.0022048137729323465,-0.0026120331525695457,0.007002232148759767,-0.008312509248097193,-0.009930643498115246,0.010500362297100023,0.029039784641846342,0.012245362535017982,0.0031439271774603822,0.00528188479721972,-0.0036435703018144155,0.00962270876951525,0.005860244448301833,-0.043365414044088314,0.03590236015855825,-0.0016207963919059824,0.01792299228942307,-0.00044275949807432433,-0.0033107262588314094,0.0019764972799410636,-0.0009336008804742595,0.002650460361658721,0.0013840041477376315,0.000324052821895333,0.12054036852732797,-0.002656744532587257,0.0047722831566794095,-0.007418657716467021,0.008962025850614896,0.0066116908781269105,0.0049341571727081835,0.0006538225999395559,0.0023900489804466836,-0.002165284182196836,0.015077406233265278,0.006650724401170219,0.006711861115741983,0.005883050785642686,0.00018907449753380976,0.00040665208195937795
Sn,998,0.5510254617167409,0.002718972480034783,0.0026509235058131482,-0.006087402136507075,-0.0567332797948532,-0.009756400199280722,-0.009296370373279047,-0.009377401824311956,0.0009827131497395435,-0.010676623137123696,0.002508967704197449,-0.004052227345594237,0.00310326254250069,-0.013235885018879345,-0.02433093738356083,0.006186569619801659,-0.004410389502358704,0.0077633697487289426,0.002218565370343923,-0.01072989044822243,-0.0124002990298048,0.005311591855104083,-0.008844923275009187,0.0035131428662279287,0.001251064129596044,-0.09504097531705287,-0.006860293291588326,-0.008344811409584438,-0.022061946920465057,8.909570465314492e-06,0.007712882376626416,-0.0011802154079759983,0.0005113469165496276,0.002368723160693809,-0.0024026034182046915,-0.02713216428615903,-0.00042509328351170026,-0.0022081953520254397,-0.004970115372779322,0.0003390503817071781,0.0014376465840439813
Al,60,-0.24844956221983097,0.008944906999832393,0.010116921286528434,0.004951246722168988,0.008067979016746144,0.030011104202951597,0.0027653586437350187,0.031911683472433575,0.004914702403734263,0.0007721229633078303,0.005366317819876204,-0.0016784370854871185,0.007356775584810458,0.0027200122398832773,0.009492465269401262,0.052928746958687094,0.003238258425376591,0.008818913385235336,0.01639571155060293,0.0051489930791626375,-0.00031958324049800684,0.00317805182702543,0.0167367545362091,0.01733928765970157,0.021342500336086066,0.06828633132554643,0.009522192478373182,0.012630504582731048,-0.0030034238772727573,0.004406227863163795,-0.007288650371578642,0.007894048989736202,0.0045125559464688865,0.0025285475001961813,0.004431470894282765,0.030209812567133815,0.0013714054635452085,0.0011144678718617636,0.013051499956846482,0.0007227951426284654,0.0003692193699262848
Steel,225,0.6091605742767694,-0.004327855264605984,-0.02279081105042173,-0.027563568188434837,-0.03289030442770535,-0.07470081144096567,-0.0289967943751575,-0.02327393032626048,-0.025362644234553818,-0.009065928957078827,-0.02214887615565306,-0.013971825897479558,-0.01640492803644964,-0.02646201655692966,-0.016951142019827694,-0.04957919101042122,-0.017321509879933077,-0.02454161817893196,-0.05229845043133571,-0.027952484319148128,-0.0170566548668546,-0.048604868559441565,-0.007566367805198148,-0.007230816129207955,-0.03123288781484834,-0.13204384757381837,-0.008360962858247173,-0.0009075947030942073,-0.017947583661513073,-0.009763943252677236,-0.0017361954737772454,-0.006549688385716525,-0.0028550662583443328,7.578240045597449e-05,-0.012016104042360797,-0.004468136187960605,0.002976466440160965,0.0006103724426871517,-0.007864135135945657,0.0001240583808557768,-2.493409392893865e-05
Zn,753,0.5865591216476648,0.001539484196324229,0.007183927268717937,-0.006533771723123198,-0.02152797547967773,0.04221486119515519,-0.009073179227458946,0.008471076628261581,0.016891725464259266,-0.0006997262241931206,0.0033163633320166673,-0.0005593863226296649,0.0050428345480041555,-0.0035273032383377535,0.00849357519563976,-0.00678008344409677,-0.001229968551356125,0.014159994030565214,-0.00048158069709079655,0.0010313354730427569,0.0035001330897245692,-0.0015955804383147184,0.00410054846606653,0.01933614929528539,0.018444887222490262,-0.02103519305478279,-0.003681355171791304,0.0007355985010642313,-0.013112693732206707,-0.0013327991132065862,-0.00026556113532823667,0.0005394774211222122,-0.0007029662302702119,0.0008942750733842833,-0.004736318768938466,-0.012622065043428419,-0.0035539565483113916,0.0012003343728654817,0.002797844442915112,0.00041307795483918746,0.0007248953540627117
W,910,0.5624559940848473,-0.0007696010701687741,-0.010552441610887088,-0.012259228118459139,0.003915915583543473,-0.0013296454418643662,0.004542131707140695,0.006722578970595559,-0.00014177211331194346,-0.007679907034526301,-0.0013867893395828486,0.0010521730807363304,-0.0011230686912714898,0.004361039840390525,-0.0037389338007732774,0.012024717916753361,-0.0003009856112368851,-0.005144086506196024,-0.0053685560296548385,0.0033469840277686284,-0.0004807749090291557,-0.0026501482208920804,-0.004257371428448018,0.0020868330392131993,-0.0008449650668777352,-0.013283451104485106,-0.005186557115975289,0.006505197291715666,-0.014705693567520028,-0.005701718557068644,0.005588531726416351,-0.0019571071054763673,-0.001393381153349132,0.0034364340532566885,-0.009911940343223787,0.0015872347851887537,-0.011719884847136658,-0.0037870866793627478,-0.0006634364420091983,0.0010283130843386468,0.0015621891634242963
Al,1073,-0.6977334231564629,-0.02399548139173151,-0.050335124319537294,-0.06859525141797566,-0.060926188630554746,-0.07626706276989118,-0.0180735649076782,-0.13143078830435823,-0.04850810163480213,-0.03658766178308273,-0.019633766132132295,-0.03669998592044945,-0.021233582220685398,-0.021549225545637093,-0.11084087983947848,-0.03316807462953594,-0.02448421829772777,-0.09721026689619523,-0.021574856470573542,-0.0142645605182928,-0.03724598004079412,-0.03573759765498259,-0.021874421703589896,-0.3747703491842171,-0.10625054971299455,-0.325629767714171,-0.08325477754457221,-0.009387891786703524,-0.07684422168419883,-0.014686436968755233,-0.11286772975947042,-0.025710580250451934,-0.01812027713514165,-0.0017383003985055059,-0.053573198814159215,-0.045866709324166394,-0.044339568648178035,-0.01489211390259479,-0.017154694985328053,-0.0003806987321600337,-0.0017991259909073164
Pb,400,0.298602671874611,-0.001159026505535857,-0.003615477648749599,0.012484470698065044,0.0014576160803365496,0.011151843433497342,0.003012859720561632,0.03899824157460759,-0.002430194065049934,-0.003733783353536899,0.00273210194976088,0.0005368509597317503,0.002175474483305358,-0.005877608559430065,0.00025451441052140247,0.02040567029616712,0.004976976661810016,-0.0011067352801435008,0.004155249813754499,-0.003482560979240883,0.0052387117879128834,-0.003786482212001494,0.0052048313181388955,0.008514447430163762,0.0029400213257502034,-0.0011508755722643483,0.0013869699658469127,3.547009502037071e-05,0.001803914635071223,0.002257622188790572,0.005637700368700206,-0.0004970229478314415,-0.0004776404958506646,0.0015580284657915218,0.012270011324538668,0.01056840095178564,-0.0038878665740701168,0.002848164224050898,0.013332441049439089,0.0005599406574777158,0.0007769117316841652
Sn,364,-0.004153176175817094,0.0006265727287802294,-0.009604474973393557,-0.0061123301662282525,-0.0670880814445986,-0.009378562909013552,-0.003782575481368822,-0.014387104442875906,0.004707434138641256,-0.005600424382715526,-0.016100736174122006,0.00207060797272938,0.004041958889161511,-0.0014187040068608702,-0.04865663808527506,-0.002587627086315808,-0.0008298588872170414,0.026857166417711884,0.00903870107935008,-0.0029437051606562665,-0.009748895993995541,-0.0058315244672568385,-0.010034340115080316,0.010334956758792464,-0.006108882096517505,-0.06311923107725646,-0.002653190717738045,-0.010615528958674037,-0.03817659349688677,-0.0066770469301588075,0.0061161138022508684,-0.004169990056877463,-0.0015053154129299768,-0.000368412379762742,-0.007628522728670906,-0.07436521890450669,0.0025450798612202444,-0.004937169682819671,-0.010332734592002506,0.000393599039450353,0.0009722019348595407
Sn,233,-0.01735794692726926,0.002046191496740116,-0.0016743675824336716,-0.02215555750990361,-0.001161419505225866,-0.020847997318962353,-0.002309370201043971,-0.04075821819166942,0.012896641773511651,0.002909189057380537,-0.0009337705497886297,0.003199975792770376,0.00014158675819653184,-0.006776836998379461,0.009803845191355166,-0.008351382297876412,-0.012102959554613053,-0.004659689414500823,0.006117294320291285,-0.009748181054243353,-0.00918447176735029,-0.0025126416380128608,0.0010690011597195392,0.00621884030705107,-0.010432682746253188,-0.12940040837595285,-0.002293731213716972,-0.010403880828304625,-0.04079404520098563,-0.006101022892086477,0.014925265081808583,-0.003135986663337565,-0.0013342753641143994,3.497767050262548e-06,-0.009610908449691938,-0.06611040122964655,0.002656972307245262,-0.003762679715975341,-0.008697480611258053,0.00016058376078777938,0.00012339916019673267
Steel,20,-0.867896155908737,0.016404634375279097,0.011402762506488378,0.01434858304147621,-0.006575483421956408,0.023170944425820655,0.009493191479064491,0.05918255367165205,0.04996332212462335,0.01213928566477212,0.022919239785362998,0.006048739069444044,0.018089585037342138,0.010466600119042671,0.02614124039997272,0.021536305453337217,0.012471288793518796,0.10855683202879185,0.0354351568914464,0.0202888769341351,0.00898074289572253,0.030221505242908966,0.0052209635507338694,0.005190154754971159,0.012798378732519643,0.24502486527524842,-0.00042725899378597937,0.016733255644250676,-0.00694076782610979,0.03228990908554387,0.032631050947103196,0.06823667638752022,0.07662545417452915,0.0017791439027857678,0.00464738681904972,0.05624460791489982,0.12341135355554991,0.015252112378401635,0.019435608058689876,0.000985412517054598,0.0019985479052185336
Ni,140,0.3910986113404416,-0.001892201893195656,-0.015572885978499047,-0.007887611924495668,0.003336248742842801,-0.006498395594166619,-0.0055150610233881845,0.005050704170400108,0.004035875184046403,-0.010164418829150583,-0.002154212077407518,-0.0009149556497203827,0.006146559706631849,-0.01237656833850727,-0.017868517610153394,-0.012283776282515178,-0.008505171821388335,-0.004358894938579513,0.004326739024931486,0.0032585633939694204,0.005128631139669249,-0.0019055924637626735,0.004573107830225192,-0.0030549466410679732,-0.005040381986095571,0.042820475927227826,-0.004102236405279982,0.0071897642074206375,-0.011746118382251243,0.003665215153152936,0.004607512446077558,0.0019397277166920259,0.00024541010726417226,0.003819525516767913,0.0014172842787696731,0.002788560630754033,0.01778817766711262,-0.0007103706447964726,0.0009124285060322616,0.0009214391359795798,0.0018747116695461414
Steel,429,0.17270878798557257,-0.0014836983309184097,-0.005304177951648066,-0.007716019949945396,-0.02856257671671997,-0.012701023714521668,-0.004214123524565671,0.015781219276816656,-0.007307939094578286,0.0004218408802196022,0.00020713128322939932,-0.004279618393793355,-0.0020282813198452118,-0.0005939536241717449,0.017304519441396975,0.02766154856358651,-0.010223908117104724,-0.014487462716655113,0.0010407055648549357,-0.0040332702522891785,-0.0025697667093519108,-0.003927678810085147,-0.016375128410709632,0.006941931158455147,-0.001799069158978493,0.022021199921426097,-0.007768227873799541,0.001518662818122213,-0.02338130772831776,0.0018085460904834407,0.004758805999319657,0.0010413426588279024,-0.003981960291643573,0.00121689394876129,-0.013097070928877581,0.013937582329495846,0.004783467144233932,0.0048333799726469765,0.0020250464564060726,-0.0007204578580896618,3.1366539693720658e-06
Sn,366,-0.2392204041989748,-0.0005425497002025943,-0.007964612329687842,-0.014036842023023216,-0.09383946333272833,-0.012102149168250012,-0.006633416203105485,-0.02070598503002293,0.0035531190902406235,-0.007666105897274541,-0.016849079243187296,0.0060902930923584595,0.0009712832792851835,-0.01034863888145192,-0.0471203332292499,-0.006890006297001884,-0.001979096212434332,0.03354865106843172,0.006665555626622564,-0.00551833583020775,-0.007562004909562626,-0.014749098126608573,-0.0185265706035465,0.009978400945025572,-0.007132870340789208,-0.08673677727343224,-0.005796623022705276,-0.012120337226142714,-0.038877659686873574,-0.007155072631307844,0.006308874234866244,-0.005063807713042627,-0.003151650969068949,-0.00042801670337665356,-0.014159553605314689,-0.07431833704606813,0.002455485256696612,-0.004664141938326726,-0.015529115254860485,4.3059085484129184e-05,0.0006295701879115664
Ni,920,-0.5906455986603354,-0.011693747752815701,-0.008198829591746332,-0.004565056393523844,-0.012948471663445222,-0.0068457119649595445,-0.008670466515519644,-0.09447252304309695,-0.00015975153782124652,-0.06703964126607866,-0.003910935312963645,-0.004592415810833618,-0.0005872204799340497,-0.03436133071948342,-0.0032256517990540664,0.011332889644566288,-0.0037473160523564066,0.008013173002570621,-0.07342684659632731,-0.01563001574906098,-0.008130938633896323,-0.03279386495199893,-0.010967196427700799,-0.022041067961696074,-0.006830527992557977,0.08701076651164491,-0.0034123422088799256,0.0011918768745569582,-0.028383508593919225,0.0017009164454616255,0.014123247020901201,-0.006729766936317835,-0.010193223842186697,-0.0006759401859197012,-0.0076371724119089586,-0.002075443222233594,0.011808055084877872,-0.010494524568588072,0.0016899010429300915,0.0010917110474497548,0.0009349133616987439
Steel,900,-1.0584722508782967,0.008303078440302812,0.015133017655198922,0.011085954540801577,-0.033014491104850385,0.011085084105893974,-0.02379396588912565,-0.028360280269762388,-0.028480010651521465,-0.007460765639465425,0.01655631452636307,-0.003663314835752068,0.010823360611775839,0.00459737925511867,0.013269817362162581,0.008664154814845951,-0.005772018862650167,-0.07636305673222352,0.010687917169974116,-0.009897825501073248,0.0011683370719667327,0.004947696694132419,-0.006279266553709811,0.011073876012680409,0.012215594352099497,0.21857800118478532,0.002115820002084057,0.004260175762069951,-0.027906103782604406,0.015443420589676767,0.030814328193372233,0.024947377056561942,0.028137580878190262,0.0031198658905278362,-0.011422501425267012,0.017655099680157257,0.06324381940699805,0.0073144978369059895,0.006961188098699908,0.001048282514569318,0.000982508668551489
W,1049,-0.18690634685858148,0.0021869271005726643,0.0038322398239414948,0.008903091724882978,0.010073798601829921,0.006892642564876132,0.0022137353633754704,-0.06889720283559526,0.007749545570871772,0.0076023930910484585,0.012555077134391426,-0.0025810655465255813,0.006033511594483134,-0.00011136064538874976,0.013105022471978537,-0.0014423586198061998,0.00099170798312408,-0.03120224906234646,0.01067187307051702,0.0008380197210852252,0.00594809883629267,0.009021681399336885,-0.016165825977762154,-0.012766610198799419,-0.01188157030894016,0.15169769041833284,0.003415625917953877,0.0016914664826755338,-0.021427132452088944,-0.0003154796863065561,0.013558902113196268,-0.00028673973845210116,-0.0020097945897136803,0.0015806403692994672,-0.019215378569602426,0.02280834981869523,-0.007951178724127896,-0.014192798423616856,0.007500584319735819,0.0015923603432827706,0.0007498906600271439
Sn,926,0.5199931259940845,0.0009695675431004545,-0.0020239844605935858,-0.004885606678315985,-0.007631299890619491,-0.0016547832579152815,-0.0005617800286965949,0.002630582072332266,-0.0038623601055669467,0.0015765431778118778,0.012899307740184541,0.0006706621636866529,0.003970978784705665,-0.0018842196673573494,0.004761478930534811,-0.016624224723032842,-0.0015806603658295943,-0.0013537394722801129,0.006259118865740651,0.0015281886259634239,0.0015479904661872981,-0.0029236468144696066,-0.001525437697862933,0.006643362004061239,0.008514433197128636,0.016663606345504508,-0.0018302553725192672,-0.004525009686777467,-0.011914931248291597,-0.002197727870886288,0.0016630080553253648,-0.0012408777886095785,-0.0009041593577386833,0.0019584475166375182,-0.001270190474411563,-0.021167126698153727,0.004720676971011017,-0.0013649674147245899,-0.0037775412356997637,0.0007459847020043375,0.0015481472131747133
Al,998,0.34114255124033943,-0.0010249216955951288,0.007670713779944209,-0.000895853415240002,-0.0002050413188798192,-0.016696719080620665,-0.003921853021164721,0.018894104558126495,1.4903396737485618e-05,-0.0005223252639964144,0.0014944282659708223,0.00309866939528351,0.010389752407908558,-0.002717659250837967,9.183764825469743e-06,0.021034564610579978,0.008560607300007853,0.010037987355130605,-0.0038102906397894814,-0.00668478405118472,-0.000135586120334174,-0.000930603585264505,0.005609347592240095,-0.02737510737321638,0.00042044612307796047,0.08971354097333474,-0.003298876189465927,0.000783869285998796,-0.007942770534314525,-0.0007461915340715104,-0.011382743002944581,-0.0018488036094090653,-0.003289219044877339,0.001716888987768326,-0.0028410905378043008,0.0025074422166973514,-0.006111531794178357,-0.0015596443300646208,0.0007538839986873961,0.0005239789138061962,0.0006236762417078893
Ta,873,-0.20249783954708775,0.00865190858129591,0.00924532334992759,0.008974515945638617,0.09572261050900753,0.03090129098743803,-0.0009449257315133656,0.014281251017177268,0.00909260540694758,0.01917949617439853,-0.0012872521895618068,0.0030163342038557637,0.01609800722975785,-0.0023218838893358717,0.011701818420555503,-0.04062001502075478,0.00668030491461653,0.02230577089048041,0.013844564463273003,0.010664541344000824,0.01419065783936578,0.004795425316443875,0.018515619664872498,-0.029909558051401386,-0.0060907085129156815,-0.010186435855460889,0.007710351537457758,0.010739551272253938,0.14735450213582807,0.008464142032384778,0.019475361329263467,0.0015733216217145144,0.0030813658280963974,0.008787812786274914,0.05514510468772248,0.10099313005778686,0.012378330797174082,0.011341361517811807,0.017876623897459965,0.002629675144867173,0.004718493962392596
Ag,899,-0.9872383666373944,0.0018792426752790483,-0.0065538095750216786,-0.003212729622786059,-0.021835119724375563,-0.02109084412029231,-0.003913985078906846,0.00901195024444528,-0.01370281614782671,0.003882402214317799,-0.056368799790541955,-0.008990353726258862,0.007333236104454363,0.0036592455506176563,0.01896631590564925,-0.10128762875626196,0.009182064836300012,-0.047698750678601694,-0.011313552415018845,-0.001388369998844716,0.010531412577160866,0.006213701546314014,-0.008986945041766373,-0.010429720193130827,-0.01218150424846445,-0.24490923687847552,-0.007333907457149197,-0.002225240031899136,0.15624566346088165,0.008075085144062223,0.012490410822622238,-0.0034838144728393623,0.0005268486082585258,0.0018664588711293903,0.018988880271693057,-0.014001857073339424,0.04934407606603429,0.003698999721318967,-0.016064915933217894,-0.0056441676345526295,-0.0013476308190672741
Al,661,0.5764633712712364,-0.002501127857535391,-0.005887824937981912,0.009147173570737637,-0.003869305421696751,-0.009877436839850082,2.456848619076839e-05,0.02568240447130994,-0.006204429391208695,-0.001809542117600343,-0.0024091048507703236,-0.003947518151243306,-0.004204791379975303,-0.005555724471893645,-0.02034304380802713,0.005101736817087101,-0.004750984700498839,-0.005222382446657183,0.002360882342535839,-0.000642054446274068,-0.0026435136345846766,0.0003951581985410171,0.0006952376879540293,0.0065659208591552385,-0.003957069414857011,-0.006373906133385493,-0.004650497190009409,0.0013348810085094653,-0.008477406437901548,0.002788555463334988,-0.009418653783227426,-0.0006647120565860923,-0.002521206071550308,0.0014235015282513326,-0.0007587602378702857,0.0005168340698566382,-0.004439774245900201,-0.0017684811429284665,0.005130296421511075,0.00034966457349377256,0.0007308616870428884
Ag,84,-0.5249891570818251,-0.009255009850889813,-0.014212209993334826,-0.001081805148013067,0.008669143162321574,0.0018714636574464572,-0.02235262910636357,0.05801893998248312,-0.012469674182503259,-0.005227017832476367,-0.0030211053036736457,-0.006078010613756491,-0.03226238493363585,-0.024584521329270012,-0.0068877505949565,0.006914537536349648,-0.0070453667840007965,0.007550477556826915,-0.02181939661210717,-0.0038688075532632414,-0.004082907355212947,0.0027175049431599073,-0.009197777205594568,-0.04846228905312901,0.00475110191267196,-0.10580042001972755,-0.006993110961921025,-0.0026129293013051496,0.06329083283607273,-0.002112813348631612,0.014156654561883471,-0.0018361149897171013,-0.0016572645569065093,6.69825619456287e-05,0.004861150301522429,0.002568782898082859,0.02039283149992634,0.004410763685040817,-0.013611830670274572,-0.005929556512778337,-0.005319007508964717
Al,184,0.2961293220888175,0.0019656850674327772,0.006565889806870892,-0.004419846837017258,0.0025437577237802196,0.004524141233657743,-0.005674429666362197,0.019899882463166072,0.005737174424070736,0.012380242712706461,0.00465531549610017,0.009482158640280413,-0.014179860621934904,-0.002820431008238258,-0.0012032502316118008,0.021502840565827495,0.008064546085993114,0.01458206615263372,0.0005765425327023837,-0.0009516988975895034,0.0014568667954073388,0.005995085904222772,0.004519508835685549,0.008679924355497262,0.0004430411245512152,0.017923037189503943,-0.0006752837477752673,0.003435698810299261,-0.00787714586351666,0.0009445543863477121,-0.007975072294032312,0.00263357218135696,6.11150955535632e-05,0.0019002382146561141,-0.0008250626133369141,0.00674138352970286,-0.0035965126488161255,-0.0008537936111247647,0.0042029928571953815,0.000605026971813909,0.0010310872479175578
