,,collection_elas_scrap_price,direct_melt_elas_scrap_spread,incentive_mine_cost_change_per_year,incentive_opening_probability,initial_ore_grade_decline,intensity_response_to_gdp,mine_cost_change_per_year,mine_cost_og_elas,mine_cu_margin_elas,pri CU TCRC elas,pri CU price elas,primary_commodity_price_elas_sd,primary_oge_scale,primary_price_resources_contained_elas,refinery_capacity_fraction_increase_mining,scrap_spread_elas_primary_commodity_price,scrap_spread_elas_sd,sec CU TCRC elas,sec CU price elas,sec ratio TCRC elas,sec ratio scrap spread elas,sector_specific_dematerialization_tech_growth,sector_specific_price_response,tcrc_elas_price,tcrc_elas_sd,historical_growth_rate,china_fraction_demand,"Recycling input rate, Global","Secondary refinery fraction of recycled content, Global",primary_production_mean,primary_ore_grade_mean,primary_commodity_price,sector_dist_construction,sector_dist_electrical,sector_dist_industrial,sector_dist_other,sector_dist_transport,sector_dist_bar and coin,sector_dist_jewelry,Refined price
Cu,380,0.011920186830541631,-0.03766056964412815,0.009501879028091421,-0.028662750703480226,0.0034049315623377306,0.012124046675700672,-0.0594542798473409,-0.01052431749202095,0.0006837665941595987,-0.007630151005238195,0.0024697940905664406,0.05024791980354825,0.041931680615512716,0.006736157344471061,-0.0001032010234998415,-0.010926285701320601,0.03349037758632234,0.002483135721052886,0.0013434108272705272,0.0037511296627322182,0.0021138384895230096,0.10002501990382681,0.0024782586998811297,-0.005786859906974153,0.022390483195275753,-0.01583593880092309,0.002738412122093122,-0.04909800979368339,-0.09369339736724439,-0.015274424391452742,-0.024887269611926117,-0.06012475799096256,-0.05416165888864888,0.018366787228247416,-0.018425403796879947,0.004069335571405331,-0.004346314106861697,-0.03795173139320094,-0.06957738720099423,0.0
Ag,20,-0.004882304186069815,0.03790996904625143,-0.02295398572213847,-0.008089145335068045,-0.001965187997489185,-0.008818906021586137,-0.019316579663984774,0.0029696032848641877,0.0019095933311604571,0.0012692561540061356,-0.0026380667427071776,0.0034394528169269067,-0.009133429532287159,0.0001798522712609438,-0.007820982707551853,0.0015481604850109876,0.0019472478798711302,0.0023765496577509366,-0.004543691103367972,0.0008029155318411075,0.0005511334039176072,-0.04156779866519194,-0.026498795228685694,-0.0036961023774285473,0.03019342658756705,-0.018761340808178803,3.893037011147908e-06,0.03960590748574774,0.03641015671248135,0.004151160286349267,-0.01784532289355322,-0.0007545337343642012,0.05317166650594554,-0.02193807537998655,-0.024839449334664598,-0.0030413300072872954,-0.0026553540858498146,-0.026404864586046767,-0.051668505390069674,0.0
Ni,754,0.0008472795344633993,0.029055261398175096,0.01639339701358807,0.005853572670263473,0.0009046999520264313,0.0064862959488696074,0.024705128831894175,0.008100071398956568,-0.0032735017004773587,0.004379661071440634,0.0004261544634260921,0.007808393357534262,-0.00718519147056817,-0.0006909920646961285,0.022999771337544765,-0.0034946154228893468,0.007376664926547526,-0.0030121688237997974,0.004800897089812437,-0.0023812598607402193,-0.0001271649737558777,-0.02234972317089521,0.013363867146742573,0.0002902730388615641,0.031640717503159985,-0.004453131144454125,0.001538439994172132,0.042351522187282546,0.05957229037487186,-0.007002071807546065,-0.01378891661124162,0.009901280784235777,0.07057253862356481,-0.012669713601119603,-0.013890651035063917,0.006424378489963581,-0.006734291742562111,-0.030866035437388462,-0.05811535569332605,0.0
Sn,516,0.0030105149651448206,0.0267460202845604,0.11881705562925154,-0.02436910848163934,7.238011912902805e-05,-0.005087733221585167,0.023490350195218262,-0.0011871780369837597,-0.003366835768040637,-0.0021874946831406776,-0.00408251003915301,0.012420420296324343,-0.0284845339481815,0.000495086220655564,0.006964417953067207,0.0045957224883425634,-0.0016189019289610947,-0.004561923538696567,0.001185756949114441,0.005226909543324873,0.010992317202821254,0.014464690777202784,-0.03169073991545346,-0.0038075504046990527,-0.03059726782257202,0.019542118481939468,0.002547456018558644,0.060037882958131485,0.05961129617190812,0.016803786274269365,-0.012690285183936239,0.010282734379861404,0.07736220570187484,0.0714622025136218,-0.010161193497826253,0.018228826508301942,-0.0008923838824870313,-0.029867666154675055,-0.05720648194537759,0.0
Au,409,-0.004499761402866326,-0.0048497983791484615,0.003707635671854562,0.03419327956505603,-0.0019762713704296513,0.021386836610926614,0.001255332360047448,-0.0019379636850213131,0.0032051656242465454,0.00231180715773972,0.0016895971656962563,0.008501794471358253,-0.0023501687761803836,0.000814799974692685,-0.0005071921461246747,-0.00041312773537517466,-0.002605664463876856,-0.0015931105197715865,-0.0024868690657634104,0.0009381945613290893,0.00014687673254685593,0.02302311879953887,0.025525312851366607,-0.0024129693156354094,0.014707000417967268,0.08924050154101802,8.429215704440573e-06,0.013966528053076887,0.006520096533590461,0.20013508116865678,0.28816740160318827,0.33992734577613215,0.029383155169308433,-0.007096415280356076,0.1488149486661196,0.0011561065757939352,-0.0008463414151852985,0.2590040561219719,0.4776071249722993,0.0
Zn,1019,-0.0036619163519552985,0.10226425717258503,0.09168382021217715,-0.022160639535460012,0.0038972714358463667,0.03675365438049235,-0.05185300873521693,-0.00570040912675555,0.004385054300246692,0.004708497240515365,0.001983938359651625,0.05131794239581248,-0.015961595275718325,0.0095361152725444,-0.012461392740672095,0.00016266669931076777,-0.03375856815664388,0.013186545844436535,-0.003767958505082831,8.647393593514366e-05,-0.0018881723791799483,0.03119603646120648,-0.022346427664916863,-0.002663163071901533,0.030924255805990633,0.0001798981298731014,0.006868405644190073,0.05168759368525301,-0.12487024657589689,-0.028389354162413304,-0.03337773387841102,-0.06619238149731986,-0.07298823937875795,-0.0015676967994354787,-0.00971166222848054,0.008917917780582475,0.0039337874404937,-0.036500756990724005,-0.06812637329573007,0.0
Ag,843,0.009634907510447004,-0.009185989620051068,0.018231687733523187,0.0304119179469879,0.01767731266168644,-0.017395656456429032,0.004095091252379514,0.013522642232403322,0.0004420797194044201,0.0029173178269326686,0.0017112557390939638,-0.014770580644732202,-0.015388283236283582,-0.0029869250810692213,-0.005629744372333812,0.005032998336383145,0.004655579200049646,-0.012318404264389416,0.008658356878880748,-0.004678407039555808,0.007296336954975235,-0.09316743776582052,0.014585831867493541,-0.0006247520079045939,0.025510453183074884,-0.01644712238320756,-0.00033016922585243403,0.057923243135613735,0.08491416656791514,0.0050619102186649344,-0.023456157174761367,0.009614167029718018,0.0891182453201078,-0.02976695862501996,-0.034006476752079594,-0.007655509631718821,-0.012095725357728838,-0.02986742247038513,-0.06023931736331045,0.0
Cu,1205,0.002395602104544001,-0.057158625700855746,0.016266933834778553,-0.018067046825243054,-0.00037487323945086285,0.016374249384983733,0.030470090466194283,-0.007499643720845056,-0.0065719251404471575,-0.005674921396717163,0.0010288105815477666,0.05076513352187925,0.022645192082517963,-0.009585858892219622,-0.008783453090927883,0.00872246154904171,0.00503728427612122,0.000659830921674628,0.0030785291901343393,0.013203230387028324,0.002129461110077669,0.03694255023513387,0.010405719255122826,-0.005353574404679951,-0.022700152810875073,-0.01597278460163653,0.0022251867358696405,-0.04825734979351533,-0.09099344041682397,-0.021203691651846615,-0.02583663531269127,-0.05703679200408933,-0.05995483796080119,0.015449064310218785,-0.016749705865842554,0.005511431208255112,-0.0024986925592190156,-0.03785848918920269,-0.06930097748395891,0.0
Al,38,-0.0029174789489944605,0.004986373768913837,-0.005560999819878052,-0.0003670532862565006,0.00012382348183664015,-0.005129100785895649,-0.009438388956272574,0.0018744996371061141,0.004969017296509969,-0.0022217045086856575,-0.0003094432480034839,0.0543000495216886,0.011293728920741899,0.00023177677808141839,-0.002731188211132725,-0.003526850555790646,0.0035930258708835984,0.0022649176177196298,-0.0012408590451116511,-0.00014208472418759472,0.0031011280546794583,0.03947909925677965,-0.07098228823584514,0.0037116791931936684,0.012576975241908395,-0.026504796816486244,0.00245469274059201,-0.07363761818753019,-0.08699813574043622,-0.07182336591785625,-0.060464535324493925,-0.07337569181562739,-0.037217737172522865,-0.0033639746269113757,-0.02033348933865421,0.0012208864144898557,-0.006136145363812532,-0.03841021746389152,-0.07110006018142523,0.0
Cu,734,-0.011029270689385669,0.0220608267751186,-0.013339742808862418,-0.02394520419771805,-0.0038484232121622423,-0.016296160691985133,0.018548053390510848,-0.007592595576893606,-0.0011352721185515701,-0.002869115225390895,-0.007647497146337325,0.09856241394499887,0.039894611811393595,0.01938562281192795,0.001122693869454656,-0.0054132025529504664,-0.002242444996176038,-0.002394788055857225,-0.008514743063020844,0.0005722854260209923,-0.04871239525377832,0.0481344340305675,-0.008756994517959709,0.007445983184260647,-0.05370948154752883,-0.027348449481569816,-0.004472437587229435,-0.09699589027375397,-0.16028761968711197,-0.04054094679607192,-0.03574363684416652,-0.07455275725267632,-0.0872698831973743,0.011131620277983674,-0.022811056367639568,0.0016892848985794306,-0.01869184816731013,-0.039746988401032565,-0.07085742258858982,0.0
Ni,649,-0.0014372012949095045,0.029203945420632975,-0.013177510129924973,-0.016588608653407354,-0.00010649516032447882,0.0010697376121932582,-0.023573583671997064,0.013527973319071131,0.004510032789779866,0.006120337008853334,0.0058625258946193096,0.013598651462311548,-0.00863737207496132,0.0041535978474314976,-0.004234385846957236,0.0031264484591734545,0.017427091066955117,-0.010879746199813963,0.007056330269005238,-0.002693774695829372,0.009853098527555863,-0.023850596595901413,0.05608510633885994,0.00471625830637003,0.04879195566578089,-0.0009742052128433767,0.0006625182351463714,0.04810794525818168,0.06275138837771817,-0.0052648541308910075,-0.012221897447528668,0.014274520977549783,0.07780926021371964,-0.010405481875714901,-0.011372237335021223,0.004280189200881911,-0.006657766835953819,-0.030590803452502563,-0.057654878503140286,0.0
Al,64,-0.008326562480682921,-0.013649713587891223,-0.011636170975007298,-0.0069801444170189035,-0.0016707406754695917,-0.007129758172454097,0.004899624992049811,-0.001634945575038316,-0.001965948408613226,0.0008847318925940249,0.00041165840508959774,0.04132910659939217,-0.0031336876914806818,-0.002548046403124876,0.00581206814744844,0.0032745473460081124,-0.006139628649673365,0.00448498469199532,-0.00408244670252867,0.0011410415945724214,0.0013862771460872506,0.05107625311766449,-0.005002746671958911,0.0014598717099280286,-0.0009808851620244858,-0.02789369482629122,0.0008948440333392857,-0.07059444104798518,-0.07564187897569247,-0.07566238110196016,-0.06610417734913016,-0.07189076859808999,-0.03527416747252811,-0.00754121584585034,-0.02180992429521068,0.0010730090783322788,-0.013648739876132318,-0.03801510574789967,-0.07007503335471321,0.0
Cu,1074,0.008608569290130196,0.02494185876601396,-0.020459017927544378,-0.032356199659652106,0.001095690649609009,-0.014144127642594106,0.0049131977655972854,-0.04149049395138888,-0.006783989836263909,-0.016982264079580263,-0.0045438952658682944,-0.05274525817956281,0.06852505714122362,-0.017568330225810835,-0.0003305795145212824,-0.009976965573556207,-0.052646438923765755,-0.0038482968265508193,-0.00010324683433719869,0.001941313652373485,0.011393424137868032,0.09918494581208269,0.005845267865483256,-0.0015257161840961883,0.0072445389375642225,-0.021315757032719616,-0.003564323642764946,-0.05523956265595032,-0.10279526449236012,-0.025124648894567565,-0.028122012248577306,-0.06103656008912937,-0.0652814073205998,0.012195956365371815,-0.01936308575893237,0.0019782980846133357,-0.006649711758075079,-0.038157083520660294,-0.06922169723198754,0.0
Ni,83,0.004380609252118496,0.02071159800600803,-0.006595851967651308,0.04086429817952705,-0.0008253690911603031,0.0017618697077255055,-0.009929280157004521,-0.0017844786759971141,0.008431650176437743,-0.0016871798047542912,0.0004251884594907563,0.0013131848909676447,-0.0054512045566428805,-0.0021997963539692415,-0.01224947672858623,-0.0018799347830081616,0.0036791441109857567,-0.002259217033714495,-0.00316522211605676,-0.0015737343213989528,-0.01202608341377903,0.06542112080710559,-0.005565994165357681,0.003805632867359736,0.010968786363771245,-0.0007469696876082089,0.001875591276021681,0.05016055075743811,0.055812498464393255,-0.0030264424170848903,-0.01377847990924265,0.011021019283423817,0.06735514547826814,-0.004495860745338693,-0.012367185625825734,0.012225885344723192,-0.003394769515855344,-0.031199233571752166,-0.05776081250496317,0.0
Steel,259,-0.003952816962854779,0.033381218739205305,-0.047697802457269234,-0.020712872862790846,0.005650725617581484,-0.0050959351786587,-0.009306282960853032,0.0026361335270857883,0.000522687059196302,-0.003627803767638469,0.005470277812265985,0.0007152940169221082,0.0367565508336486,0.014000164354535794,-0.005254858598020523,-0.00047667184343719814,0.0016705159252224547,-0.039065763196689765,-0.0008247316986740756,-0.0020075326741939453,-0.003165629883662393,0.01724401150954164,-0.013677407614149576,-0.0017955324995766121,0.015736451342636647,-0.029858903579782898,-0.005173885147156572,-0.09020436848323979,0.023290113689124432,-0.12524211369923988,-0.10665973293692645,-0.08786618623943163,-0.16226387956105084,-0.0011259131640832167,-0.02743360280934815,-0.008710464809418643,-0.026161113709006364,-0.039140414373316015,-0.07179769101438048,0.0
Zn,1002,-0.005599611085009865,0.04814130544806742,0.014497358307962574,-0.03729122757439874,0.00201962629134033,0.00920728077679326,0.02045099005301153,-0.0012343887987868725,-0.0007324218461896548,-0.004096111707827569,0.0014577241880969303,0.030178038660751066,-0.020288023136033183,0.0009357121521487707,0.03936150012844695,-0.002547044252235119,0.00195564520567777,-0.005065368805004736,0.00010116296062509815,-0.001373321659169703,0.002425999139118331,0.03477313706322266,-0.009960760862857286,-0.005185697929344714,0.030493383039448645,-0.006499318159897047,0.002813022470420633,-0.010264102317847818,-0.09907720495892776,-0.02168435809702611,-0.03375860800659785,-0.0629678202480955,-0.06709706210646167,0.0028174630711436206,-0.014366382874664628,0.001810633998944165,-0.0046462786018754134,-0.03658600616348444,-0.06805884926577574,0.0
Ni,359,0.010267953607515031,0.02203161924642326,-0.025132508052492734,0.06159675948361647,0.007391333419825357,-0.004836057803712208,-0.011034673396865301,0.006476646081350847,-0.010047957975156906,0.002886926239540668,-0.0026770917871655176,0.0056532898696950405,-0.007508644128966339,0.005402946906302026,-0.03582052403160802,0.005279369234982258,0.0053905671116071955,0.0011345955937450368,0.001646737579587654,0.0008445567169325877,-0.004232076924427322,0.03740798501593249,0.03991107001492735,0.0007142298037012692,0.03134152531052612,0.0005494447618836794,0.0018892975355347,0.048101306378408044,0.06030163590125053,-0.001331350109998676,-0.010188078902114516,0.015616508428071909,0.07445132288870127,-0.0011122742894993972,-0.01137816567197241,0.008117374507107315,-0.004488057048428098,-0.03122075096529636,-0.057056462512844894,0.0
Ni,29,0.005688502418802763,0.025035702986222996,-0.027858718267581746,-0.008313507161699448,-0.0007540678007028753,-0.006907220304589517,-0.012003677198339065,-0.0008302051319700665,0.00621492677929151,0.0003521027116334906,0.003965954370166042,-0.015716600552300945,-0.006848713514810409,-0.000780806433377832,-0.0025964811952286187,0.0019859985016734845,-0.004963406285791097,-0.0016279876002714354,-0.0008832373274959556,-0.0021051084988905106,-0.004650732686579678,0.017821565773613317,0.011065662273877029,-6.712242041474804e-05,0.0029273171518476543,-0.003134771008938956,0.002243685425732269,0.04826523027562559,0.05253940978430829,-0.006500147280195261,-0.014881089466113414,0.008115014163888056,0.06600409604207087,-0.010472834742177556,-0.012294243397381376,0.008387916509146649,-0.0022444143674594285,-0.03228479229640456,-0.06017584391438321,0.0
Zn,732,0.004082945450218862,0.05043608249580687,-0.03897481572559777,-0.042129277055100375,0.01620996356102646,0.010254345915201864,-0.011768542509843233,0.004137115637456035,9.913030953128978e-05,0.0018479841691664237,0.015683226089127547,0.01540293239507987,-0.0101840475459371,0.003292571471665416,-0.01026517791790191,-6.424025910276272e-05,-0.009308091443823144,0.002300703849684559,-0.0025264756610992685,-0.0008327592376043225,0.00012567870804152284,-0.0014250181994733986,-0.015425121101936506,-0.0019524946348971602,0.029619870787011428,-0.010907706747370965,-0.0004686552404878812,-0.0006650479969518911,-0.08942728934301504,-0.02101036414415414,-0.032296343952691084,-0.06587712106543964,-0.06094510945290252,0.002575349490198015,-0.01521019199465654,0.00128545970750345,-0.005802772779769866,-0.03839320840407948,-0.06993312860722277,0.0
Ag,995,-0.011040757510555957,-0.05616512999922995,-0.010644310800306377,-0.0032264374513967997,0.02777983985570207,-0.005845828314415196,0.007064879671518019,0.006228660244712669,-0.0025897115046687965,-0.014948369112651723,-0.0001847469106707865,0.023662525650906437,-0.009932959778383281,0.01873153763318738,0.0008588249095103098,-0.003382051796837222,0.001965781154488143,-0.0014635008525283812,0.0059820956774383986,0.002759725437811928,0.0001758393165670278,-0.042617307139839834,-0.0004200069495160195,-0.0019182188615677136,0.006550801510477605,-0.02235803449939192,-0.001988504834748817,0.02840005018530901,0.04730368619789574,-0.00027917807504977807,-0.021774771374849407,-0.012118097639504702,0.0471517798573501,-0.041609338435462585,-0.03084268240721556,-0.007612307896422858,-0.0057578985722433395,-0.032769833672327074,-0.06097750380755975,0.0
Sn,274,0.004911863570163912,0.030552286091377393,-0.05441792696434742,0.02018988246411109,0.0017593224972107882,0.004466116235345162,-0.027794857903910036,0.004213382682321243,-0.0012107112506409574,-0.0019243666350784556,-0.0015070194878103898,0.004107238408736835,0.012767129601134615,0.0022363463501803805,0.014933061041892372,0.0002963860946100067,-7.509336899054882e-06,-0.004352557267931846,-0.00239249969136926,0.011162448075756982,-0.0016934628834217838,-0.04102749504685604,-0.014407182423749951,-0.005278439232987194,-0.051271606302224826,0.014487277026070708,0.0017689511345201033,0.06165542102342024,0.0620398941285558,0.016782406524348075,-0.014023830235933761,0.01563163973818402,0.08793127555190611,0.05037459766373719,-0.015393249216205634,0.013683378820368254,-0.0025177913914655203,-0.03313226897638377,-0.06042358113604342,0.0
Cu,322,-0.06603443633991708,-0.3186340535751298,0.013873097354283916,-0.008019585959507757,-0.007404671887757014,-0.00741362268959773,0.012628887328689204,-0.02672935495649195,-0.019858048430907545,-0.026275502449548918,0.004485196080789255,-0.2282400453308209,0.01700384999846976,-0.006054514387472113,-0.03035904068550126,-0.03632193339959548,0.03902445825740857,0.009306483451236696,0.004861573819331781,-0.008976202199866955,0.012440455517617759,-0.07553781751464801,-0.07493078400377845,0.013513030439628182,0.00937357718675849,-0.03285894746535915,-0.004013814046970679,-0.10943658869334774,-0.18314461416386607,-0.041060518144496884,-0.04091274465827086,-0.08829769443273061,-0.1065270055448996,0.011226484073194426,-0.030942427343137322,0.0035515472276119106,-0.02239790361685221,-0.0451249146607811,-0.08262938746759257,0.0
Au,1180,0.0029807234396593114,-0.006879691814475289,-0.0005352986207189591,0.035361165614788616,-0.0025894360704417922,-0.003025458136097061,0.015514461768421224,0.0015613760065642203,0.002072834811938021,0.00046188218627410415,-0.000385453459423801,0.01486354967780274,0.006015370723389648,-0.0008215552993010868,-0.004436825321476589,0.0006980220985700502,0.0016777232836057323,0.0002850530884077599,-0.0020943393749001094,0.0005853321381131486,-0.005478966024719942,-0.041932069344801155,-0.006249661909282621,0.0019831836460497327,-0.01389461566478209,0.09249769046440556,-0.00028655393942319195,0.014250630557775012,0.007257922535890557,0.20487666459677592,0.29374054175589814,0.3518121191075125,0.026727720306864322,-0.008662336858562924,0.15305728435095095,0.000759700818298898,-0.0002553568649051804,0.2705712921146163,0.4902045665917984,0.0
Sn,30,-0.0016299532512486711,0.025220007255077444,-0.057211186236361226,0.06519448818954621,0.0025657954578690153,-0.004438784277010505,-0.017763243002302646,-0.0002848982323961828,-0.0036212750969947007,0.0035099339273913697,-0.001110025394119074,-0.014148786366895741,-0.014098226297361766,-2.906599928824185e-05,-0.008770333391794933,0.0014085635589370345,0.0015462357876472035,0.00933334764441658,-0.002079343808093599,-0.0008333815725582554,-0.002401876143491682,0.012366672407775395,0.007243058522344933,-0.0005370784767589435,-0.027925091787974927,0.01506610587350265,0.0008155024647366645,0.057187971784894084,0.05484826473474992,0.009182132153997965,-0.016124289172065993,0.004875178581533648,0.06463299340282098,0.046196474643077974,-0.01402470796260465,0.011550122114465435,-4.609176739040599e-05,-0.032765430488507705,-0.05945999881647254,0.0
Ni,112,0.002762526389254705,0.03406097873306123,-0.025055990434622526,0.012060837751405647,0.00215353267533371,-0.00861835451430724,-0.017493565491731,0.003502145623313295,-0.002374461161011999,-0.0033916366977073875,0.005830848185651647,0.0027383045759639263,-0.0066365236322441954,-0.0014811424619458635,-0.012054648291101875,-0.0006350936739990639,0.0004541263261491157,-0.00870994534267679,-0.0017332938941127176,-0.0011693083339239334,-0.00048568080554048853,-0.02611773877359202,-0.0017153357734975155,0.0016299758646259215,0.03345488424288931,-0.004178751888435432,0.000176905169152856,0.03757295753738663,0.055208411106217194,-0.011569406647717616,-0.01617206979327781,0.011503114378368935,0.06287496246950694,-0.016295696393672256,-0.012975453034423665,-0.0011095467164670462,-0.007551539356743036,-0.032130383857950896,-0.05995478908420959,0.0
Steel,173,0.003755341528067062,0.02276400300122174,-0.02600448959997487,-0.01711547869818894,0.0015984973439023813,0.0028783910772105566,0.0018001419144724692,-0.0013834032089465476,-0.0012833179732480765,-0.004649572685594146,0.001471783882867968,0.010996753002767878,-0.003536021794796333,-0.0012493298663082137,-0.002368469255028477,0.001014079694455123,0.0003106893321421628,-0.01757567463536898,-0.0036631136562612974,-0.0008657286669065705,-0.0021134393176065044,0.00919401829852138,-0.010473382924290864,-0.0017199545791268403,0.011524131762556932,-0.030566684213883377,-0.005984193333835165,-0.08137604030394645,0.006770001324745605,-0.12438202076738983,-0.10438185145716512,-0.09287493910491725,-0.1250361038028833,-0.012874416202509826,-0.02786479486315846,-0.01172038915630625,-0.02005331723575099,-0.0393726659726324,-0.07223438130380931,0.0
Ni,860,0.009118137218350834,0.030040862625688742,-0.025987572568651016,-0.019253587421942754,0.002216082902886964,-0.0011670062229756977,-0.018799914479994195,0.000775879832210174,-0.0012479214454483882,0.0002810112149749533,0.0015609587872120704,-0.014294137956915798,-0.009548418047303078,0.002033394835335064,-0.00018294505214179498,0.0021754178462603095,0.005165942698353723,0.00028570400075050834,-0.004464917354007792,-0.0029935769211480545,-0.01031691179148429,-0.013851191986240944,0.002486167981563964,-0.0008541563838052638,0.00896709808591555,-0.005000569766088872,0.001195438452100431,0.05030565384903923,0.057854107388535914,-0.008334317722579008,-0.015385552156139914,0.00944654876879108,0.06767711515336486,-0.011851413158075037,-0.013940048071655472,0.008803600450547448,-0.003635390534392624,-0.032977279688826196,-0.06132020895443407,0.0
Pb,1156,0.0016977818893024604,0.02486531485524233,-0.061225445999835884,-0.018328317219587012,0.005760519248463985,-0.005582804152097325,-0.028854566793866155,0.0033150850821351665,0.0034316459767386454,0.004418355812386341,-0.003695216413708739,0.0060382356662104526,-0.007016053035906906,-0.0017751100858645508,0.008311958409832733,-0.000536559250657241,0.015239660099611085,-0.0039682394231464,-0.004263047641934424,-0.004200001399542345,-0.01867993174362372,0.005662404820922088,-0.009685658508152487,-0.004252487390563696,-0.18380629980409213,-0.013195691186144264,-0.0017654999000707545,0.0006541393323610765,0.035774897097922975,-0.00038601462764234246,-0.028471880381975036,-0.06410343398828709,0.03315636902564419,-0.028682735225979084,-0.0235580011939285,-0.00943660638134984,0.010769567209540643,-0.03797526921807693,-0.06712541519784276,0.0
Cu,142,0.010018371957761193,-0.031183575670868217,-0.0035219232860793765,0.03859342411002659,-0.00045361264269049,-0.011460302491348086,0.042179340570607085,-0.027283341570585814,-0.00028600817204528685,-0.009960380867666737,0.0017441224088008823,-0.12277520686679351,0.05194696677191098,0.012125663141854771,0.0015638905812658276,0.017584969562839992,-0.025357689375893236,0.00011863087406539086,0.0007746621444230872,-0.039774672718959646,0.0021982689685869994,0.09392441299965647,0.0042101663816488735,-0.005372172634468158,-0.10980940926726657,-0.023158068149885944,0.0017661797621801219,-0.08615670136325439,-0.1238247621953918,-0.022659155720795642,-0.03697770935836971,-0.07725567857040125,-0.07710153875840633,0.008126871095823414,-0.022150891783284287,0.0030958837863048574,-0.015184523609770849,-0.03975635485695651,-0.07020849516165074,0.0
Steel,963,0.0025185009500583388,0.08285011382699813,0.07071463206225465,-0.018386612020921563,0.009834851623392166,-0.007879860045010172,0.012997020043758602,-0.0032263693178096217,0.003771073622135811,-0.00028958295886385375,-0.0025693102886247244,-0.015358866474978333,0.032252358537600154,0.001996149993108696,-0.007722723127446647,0.005591575141345168,0.013597383462824238,0.022119331845539412,-0.01708608025424472,-0.001783795979852282,-0.005534399008773761,0.028175033654682147,-0.005062179666980543,0.0018391660481442463,-0.050082755948430896,-0.029481509161514166,-0.0016404654137858006,-0.08527892080264031,0.030348360660321788,-0.1043386085906835,-0.08999309035210719,-0.08414255277996346,-0.11811903977072608,-0.008880296196048822,-0.02278770681514588,-0.007714634869009435,-0.015176006168857876,-0.03752275682981013,-0.07007570887341058,0.0
Steel,290,-0.004355473547093265,0.03782341287494429,-0.04670389804237495,-0.021184175875231206,-0.0017298227495774446,-0.006047696927746656,-0.010674766274178123,0.006169909739096641,0.0030214862090889374,7.586108580414093e-05,0.004147816160958654,-0.00035619065386484415,-0.003265340027014857,-0.0034061583860763626,-0.0027933662515676467,0.0016376625473793352,-0.003037529277343953,-0.023131699727239243,-0.007118814248395842,0.0005155103173363775,-0.009647101321881776,0.02424451446007677,-0.009755846869441554,0.005232456155831586,0.01611960230193085,-0.031052248295886358,-0.0060968229653348485,-0.08595050058834411,0.011156287523673416,-0.11827779359796131,-0.10271767800301887,-0.09062426116477931,-0.1310945983002548,-0.010013284358844354,-0.02638879171362985,-0.011982281977336017,-0.02232240006165429,-0.03940167469504493,-0.07238803814595854,0.0
Pb,938,0.0014677898083185269,0.040136089966038,0.047305310151934156,-0.008999117963017089,-0.0007021315391871202,-0.0012930023675489202,0.021632975926290623,0.0036525418114245357,-0.00012352595530819798,0.009227451247053316,0.0010828016088586915,0.00950198699899761,0.0708318494093922,-3.715882781374252e-05,0.022246899371823718,0.002045427268054196,0.004579984157531753,-0.0011749852149085863,0.025216566801165508,-0.0018492882231274624,-0.028337136057438088,-0.015089153473418847,-0.023549697127071625,-0.005481357835988364,-0.15937303238356246,-0.005918067310968901,0.0016469039833592444,0.05627618179206317,0.062029191579610975,0.015084029599686032,-0.019137923451059025,-0.0502820973093628,0.0584382166328819,-0.01786231745590928,-0.016649605832313855,-0.0013563601385613736,0.03916496571499312,-0.03313361947332468,-0.06150506030458504,0.0
Sn,419,0.0004007622677579479,0.04776002166599123,0.040696190719504956,-0.040326608709577626,-0.002125100764070086,0.008431957023621244,0.04731252531476241,0.001662015640803569,0.002305671521354989,-0.002646652394337797,0.009705315036066062,-0.02269476351579234,0.008868394447844007,-0.0012454017412250728,-0.00044004236358974704,0.0036353192981894255,0.0044921528478576835,-0.003752180634605086,-0.006846475538501846,-0.0001291767538715607,-0.004295990534491307,0.026841059322399868,-0.030316282739372705,-0.002766818874572274,0.023148262733126798,0.012873289002334344,0.0006670886089746274,0.06130380158252228,0.0902635451464839,0.020678632160188982,-0.014725467925326146,0.0169437737472953,0.09656186079916475,0.016854841219955438,-0.011869573390374782,7.208178431799674e-05,-0.006464713591834245,-0.03212951014785588,-0.058273928467706126,0.0
Pb,605,0.009239039252579335,0.026110154746754474,0.06417088349736606,-0.01003613223983004,-0.009095049569200795,0.009441660261980601,0.03706764394690969,0.000426737227633112,0.0037772213225176913,0.013427838852543268,3.8944888999936165e-05,-0.0002822910327819853,-0.01796436472170441,-0.0008806752488359472,-0.014590739886696095,0.00018642942855475998,0.010772039033003965,0.013745225721887728,-0.004219749384418755,0.000664609186714583,-0.00609930681890918,-0.010557179791180805,-0.005499476697541032,6.664782941780572e-05,-0.1228238523221793,-0.009667155273012195,-0.0009756625998392561,0.02046159572961392,0.043221683915525194,0.0029911504190651625,-0.02408572735218369,-0.05499707351125963,0.03605351926812056,-0.02904378682601997,-0.018730540488448525,-0.007978515844210138,0.02059956805898282,-0.03392533037421483,-0.06294946365384013,0.0
